probe	chr	start	end	info	gene	IFAh2	IFAh2cis	IFAh2trans	IFBh2	IFBh2cis	IFBh2trans	rho	
10000548933	18	43621730	43621790	NM_005901	SMAD2	0.257	0.101	0.156	0.019	-0.191	0.211	0.042	
10000549028	18	12319107	12319167	NM_006796	TUBB6	0.200	0.183	0.017	0.192	-0.146	0.338	0.028	
10000549123	18	53367834	53367894	NM_000140	FECH	0.412	0.177	0.234	0.235	0.163	0.072	0.314	
10000549132	18	58941702	58941762	NM_000633	BCL2	0.324	-0.093	0.417	0.178	-0.083	0.262	0.064	
10000549184	18	26963460	26963520	NM_004948	DSC1	0.091	-0.024	0.116	0.425	0.138	0.287	0.002	
10000549268	18	19993979	19994031	NM_012189	CABYR	0.259	0.112	0.147	0.059	-0.079	0.138	0.025	
10000549275	18	57862806	57862866	NM_012327	PIGN	0.349	0.263	0.086	0.482	-0.006	0.488	0.243	
10000549419	18	59322991	59323051	NM_002639	SERPINB5	-0.043	0.021	-0.065	0.088	0.146	-0.058	-0.032	
10000549515	18	5279397	5279457	NM_003409	ZFP161	0.397	-0.082	0.480	0.214	0.096	0.117	0.041	
10000549532	18	19788754	19788814	NM_000227	LAMA3	0.174	0.114	0.060	0.260	-0.284	0.544	0.030	
10000549651	18	18035743	18035803	NM_005257	GATA6	0.214	0.189	0.026	0.086	0.011	0.074	0.057	
10000549894	18	53294985	53295045	NM_004852	ONECUT2	-0.099	0.089	-0.188	0.223	0.104	0.119	0.003	
10000549925	18	30713528	30713588	NM_001390	DTNA	0.190	0.026	0.164	0.006	-0.075	0.081	0.000	
10000549993	18	41516612	41516672	NM_007163	SLC14A2	0.172	0.176	-0.003	0.020	-0.048	0.068	-0.079	
10000550095	18	26827661	26827721	NM_001941	DSC3	0.226	-0.015	0.241	-0.015	-0.059	0.044	-0.032	
10000550158	18	59721682	59721742	NM_002575	SERPINB2	0.272	-0.064	0.336	0.296	0.185	0.111	-0.042	
10000550165	18	59805545	59805605	NM_002640	SERPINB8	0.390	-0.060	0.450	0.356	0.157	0.199	0.045	
10000550249	18	27429127	27429187	NM_000371	TTR	-0.020	0.055	-0.075	-0.034	-0.014	-0.020	-0.030	
10000550250	18	663053	663113	NM_001071	TYMS	0.221	-0.016	0.237	0.184	0.056	0.129	0.012	
10000550255	18	9944725	9944785	NM_003574	VAPA	0.047	0.094	-0.048	0.191	0.093	0.098	-0.001	
10000550342	18	42654907	42654967	NM_004671	PIAS2	0.137	0.137	0.000	0.249	-0.029	0.278	0.007	
10000550385	18	202264	202324	NM_005151	USP14	0.312	0.243	0.069	0.049	0.082	-0.033	0.094	
10000550403	18	27190271	27190331	NM_001942	DSG1	0.151	-0.054	0.205	0.018	-0.123	0.141	-0.027	
10000550526	18	58204101	58204161	NM_003839	TNFRSF11A	0.320	-0.006	0.325	0.171	-0.162	0.333	0.020	
10000550570	18	51046172	51046232	NM_003199	TCF4	0.545	0.232	0.313	0.263	0.117	0.146	0.022	
10000550693	18	30701084	30701144	NM_001391	DTNA	0.113	0.086	0.028	0.050	0.043	0.007	0.032	
10000550725	18	59473776	59473836	NM_006919	SERPINB4	-0.018	0.052	-0.070	0.058	-0.129	0.187	0.043	
10000550758	18	50074930	50074990	NM_007195	POLI	0.571	0.124	0.447	0.340	0.175	0.165	0.259	
10000550771	18	5383328	5383388	NM_012307	EPB41L3	0.265	0.042	0.223	0.290	0.002	0.289	0.109	
10000618896	18	59146030	59146090	Contig52320	KDSR	0.408	0.485	-0.077	0.214	0.284	-0.070	0.215	
10000618941	18	32011811	32011871	Contig35896_RC	STATIP1	0.202	0.069	0.133	0.318	0.148	0.170	-0.092	
10000619067	18	8621766	8621826	Contig36728_RC	RAB12	0.520	0.306	0.214	0.090	0.169	-0.079	0.161	
10000619195	18	29685375	29685435	Contig42789_RC	NOL4	0.097	0.149	-0.052	-0.051	-0.135	0.084	-0.057	
10000619226	18	42643127	42643187	Contig44382_RC	PIAS2	0.321	0.117	0.204	0.320	0.097	0.223	0.275	
10000619956	18	42881553	42881613	Contig23080_RC	KATNAL2	0.385	0.454	-0.068	0.387	0.056	0.332	-0.002	
10000620878	18	53465025	53465085	Contig50297_RC	BC040476	0.090	0.018	0.072	-0.029	0.129	-0.158	0.013	
10000620966	18	12715489	12715549	NM_020232	TNFSF5IP1	0.151	0.211	-0.060	-0.000	-0.253	0.253	0.106	
10000621098	18	74863583	74863643	Contig35000_RC	SALL3	-0.003	0.153	-0.157	0.085	0.186	-0.101	-0.104	
10000621100	18	42099152	42099212	Contig24417_RC	C18orf25	0.182	-0.026	0.208	0.399	-0.072	0.471	-0.012	
10000621178	18	70253955	70254015	Contig37644_RC	C18orf51	0.252	-0.011	0.262					
10000621536	18	31943420	31943480	NM_012319	SLC39A6	0.225	0.012	0.213	0.126	-0.239	0.365	-0.021	
10000621662	18	12436720	12436781	AB032961	SPIRE1	0.597	0.296	0.300	0.362	0.153	0.208	0.147	
10000621773	18	61699091	61699151	NM_004361	CDH7	0.233	-0.062	0.295					
10000622069	18	55721651	55721711	NM_021127	PMAIP1	0.315	-0.122	0.437	0.296	0.161	0.136	-0.050	
10000622127	18	11842145	11842205	NM_020412	GNAL	0.348	0.063	0.286	0.222	-0.007	0.229	0.211	
10000622582	18	50713589	50713649	AF131784	RAB27B	0.150	0.059	0.091	0.122	-0.016	0.137	-0.058	
10000623160	18	37917076	37917136	AF131843	PIK3C3	-0.029	-0.215	0.186	-0.047	0.139	-0.186	0.026	
10000623289	18	42513078	42513138	NM_013305	ST8SIA5	0.176	-0.106	0.282	-0.077	-0.086	0.009	-0.060	
10000623364	18	19364467	19364527	NM_013326	C18orf8	0.270	0.119	0.152	0.032	0.020	0.012	0.142	
10000623444	18	57424379	57424439	Contig43710_RC	LOC643125	0.155	0.156	-0.001	0.602	0.121	0.481	0.176	
10000623469	18	9390545	9390605	NM_020648	TWSG1	0.091	0.224	-0.134	0.201	0.027	0.174	-0.023	
10000623969	18	55252577	55252637	Contig39531_RC	KIAA1983	0.086	0.209	-0.123	0.042	-0.078	0.120	-0.007	
10000624038	18	55086764	55086824	NM_013435	RAX	0.049	-0.133	0.182	0.113	0.035	0.079	0.108	
10000624074	18	69976891	69976951	NM_014177	C18orf55	0.186	-0.112	0.298	0.248	0.044	0.204	0.154	
10000624195	18	27457156	27457216	NM_004775	B4GALT6	0.225	0.042	0.183	0.293	0.036	0.257	0.032	
10000624366	18	12020766	12020826	NM_014214	IMPA2	0.348	0.145	0.202	0.230	0.050	0.180	-0.055	
10000624467	18	30975717	30975777	NM_014268	MAPRE2	0.163	0.166	-0.003	0.305	-0.038	0.343	-0.012	
10000624478	18	27382402	27382462	Contig48945_RC	DSG2	0.421	0.098	0.324	0.157	0.317	-0.160	0.090	
10000624802	18	53309178	53309238	Contig10935_RC	ONECUT2	0.356	0.172	0.185	0.122	0.016	0.106	-0.100	
10000625116	18	41681731	41681791	Contig39177_RC	KIAA1632	0.317	-0.003	0.320	0.129	-0.000	0.130	0.007	
10000625226	18	31302463	31302523	Contig22427_RC	INO80C	0.283	0.014	0.269	0.370	0.349	0.021	0.220	
10000625352	18	6905575	6905635	Contig52647_RC	ARHGAP28	0.203	0.158	0.045	0.012	0.074	-0.062	-0.020	
10000625429	18	634915	634975	NM_014410	CLUL1	0.068	0.120	-0.053	-0.092	-0.035	-0.057	0.014	
10000625865	18	52421721	52421781	Contig40740_RC	TXNL1	0.120	-0.007	0.127	0.184	-0.013	0.196	0.017	
10000626060	18	54216866	54216926	Contig50921_RC	CR596491	0.130	0.025	0.105	-0.069	0.022	-0.091	0.039	
10000626070	18	28097590	28097650	Contig45924_RC	FAM59A	0.214	-0.139	0.353	-0.041	0.078	-0.119	-0.033	
10000626175	18	46062716	46062776	NM_014593	CXXC1	0.144	0.061	0.083	0.056	-0.133	0.189	0.046	
10000626211	18	58404373	58404433	AK000229	ZCCHC2	0.149	0.149	0.000	0.280	-0.059	0.340	0.047	
10000626457	18	51961176	51961236	Contig16881_RC	FLJ45743	0.135	-0.040	0.175	0.184	-0.052	0.236	0.088	
10000626611	18	72811549	72811609	NM_007345	ZNF236	0.417	0.053	0.364	0.060	0.024	0.035	-0.055	
10000626625	18	42935526	42935586	NM_016097	IER3IP1	0.085	-0.005	0.090	0.012	0.079	-0.067	-0.036	
10000626647	18	72201445	72201505	NM_014643	ZNF516	0.394	0.217	0.177	0.590	0.284	0.306	0.096	
10000626651	18	2907064	2907124	NM_014646	LPIN2	0.221	0.032	0.188	0.327	0.461	-0.134	0.046	
10000626998	18	43613454	43613514	Contig55327_RC	SMAD2	0.108	0.057	0.051	0.032	0.005	0.026	0.140	
10000627435	18	44643305	44643365	NM_014772	KIAA0427	0.357	-0.051	0.408	0.106	0.143	-0.037	-0.063	
10000627548	18	8606284	8606344	Contig33574_RC	RAB12	0.367	0.199	0.168	0.106	0.174	-0.068	0.120	
10000627944	18	27964208	27964268	NM_016271	RNF138	0.199	0.228	-0.029	0.001	0.034	-0.033	0.025	
10000627985	18	40898711	40898771	NM_015559	SETBP1	0.205	-0.022	0.227	0.226	-0.172	0.398	0.024	
10000628464	18	51101446	51101506	AL049279	TCF4	0.341	0.033	0.308	0.279	0.106	0.173	-0.049	
10000628654	18	66145015	66145075	NM_016387	SOCS6	0.234	0.105	0.129	0.146	0.156	-0.010	-0.008	
10000628689	18	27664172	27664232	NM_014939	KIAA1012	0.368	0.090	0.278	0.227	-0.238	0.464	0.030	
10000629139	18	33059180	33059240	AB037749	KIAA1328	0.416	0.034	0.382	0.170	0.135	0.035	0.093	
10000629173	18	22225079	22225139	Contig51821_RC	TAFII105	0.360	0.080	0.280	0.409	-0.042	0.451	-0.042	
10000629238	18	42813109	42813169	NM_016427	TCEB3B	0.167	0.011	0.155	0.039	-0.123	0.162	0.026	
10000629520	18	17704246	17704306	Contig56154_RC	MIB1	0.192	0.053	0.139	-0.017	0.083	-0.100	0.030	
10000629712	18	28506864	28506924	AB037805	KLHL14	0.570	0.067	0.504	0.473	-0.097	0.571	-0.004	
10000629902	18	59056266	59056326	Contig16786_RC	BCL2	0.206	0.164	0.041	0.248	0.268	-0.020	0.085	
10000629965	18	49934689	49934749	NM_015832	MBD2	-0.039	-0.058	0.019	0.069	0.125	-0.056	-0.045	
10000629994	18	46053243	46053303	NM_015845	MBD1	0.570	-0.041	0.611	0.094	0.082	0.013	-0.117	
10000629998	18	46049252	46049312	NM_015847	MBD1	0.231	0.262	-0.031	0.145	0.174	-0.029	-0.066	
10000630050	18	41584863	41584923	NM_015865	SLC14A1	0.397	0.117	0.280	0.112	0.249	-0.137	-0.017	
10000630089	18	53178555	53178615	NM_015879	ST8SIA3	0.183	0.020	0.164	-0.194	0.090	-0.284	0.002	
10000630367	18	26900268	26900328	Contig49790_RC	DSC2	0.320	0.197	0.123	0.391	-0.054	0.444	0.075	
10000630460	18	30725705	30725765	Contig57418_RC	DTNA	0.339	0.181	0.159	-0.014	-0.272	0.258	0.025	
10000630579	18	46955306	46955366	NM_016626	RKHD2	0.002	-0.078	0.080	0.186	0.003	0.182	-0.082	
10000631301	18	32628303	32628363	Contig35526_RC	HMFN0601	0.353	-0.031	0.384	0.573	0.489	0.083	0.177	
10000631387	18	27906774	27906834	Contig31525_RC	RNF125	0.268	-0.092	0.360	-0.047	-0.166	0.118	0.014	
10000631461	18	43808005	43808065	Contig47774_RC	ZBTB7C	0.222	-0.092	0.313					
10000631659	18	70339275	70339335	NM_018235	CNDP2	0.258	-0.063	0.321	0.293	0.133	0.159	0.107	
10000631671	18	664067	664127	NM_017512	ENOSF1	0.563	0.454	0.110	0.415	0.370	0.045	0.110	
10000631699	18	32008443	32008497	NM_018255	STATIP1	0.173	-0.311	0.484	0.364	0.272	0.092	0.139	
10000631711	18	59147193	59147253	Contig41198_RC	KDSR	0.330	0.386	-0.056	0.138	0.191	-0.052	0.060	
10000631776	18	72854016	72854076	Contig57840_RC	MBP	0.229	-0.023	0.252	0.087	0.060	0.027	0.070	
10000632427	18	44824195	44824255	NM_017653	DYM	0.495	0.157	0.338	0.221	0.109	0.112	-0.055	
10000632601	18	53186627	53186687	Contig46005_RC	ST8SIA3	0.025	-0.019	0.044	-0.056	-0.050	-0.005	-0.034	
10000632948	18	20287175	20287235	NM_018439	IMPACT	0.132	-0.022	0.153	0.261	-0.118	0.379	-0.003	
10000633078	18	58396507	58396567	NM_017742	ZCCHC2	0.024	-0.046	0.071	0.222	-0.000	0.222	-0.044	
10000633123	18	70761777	70761837	NM_017757	ZNF407	0.121	-0.050	0.170	0.024	0.161	-0.137	-0.147	
10000633342	18	31171979	31172039	Contig26172_RC	ZNF24	0.216	0.151	0.065	0.239	-0.067	0.306	-0.044	
10000633592	18	43618462	43618522	Contig40613_RC	SMAD2	0.503	0.020	0.482	0.360	0.027	0.334	0.003	
10000633620	18	41817768	41817828	NM_018545	PSTPIP2	0.130	0.143	-0.013	0.275	-0.032	0.306	0.045	
10000633676	18	27902662	27902722	NM_017831	RNF125	0.306	-0.312	0.618	-0.066	-0.092	0.026	-0.021	
10000634310	18	32085194	32085244	NM_017947	MOCOS	0.436	0.223	0.213	-0.075	-0.057	-0.018	-0.014	
10000634387	18	46768427	46768487	NM_018696	ELAC1	-0.102	-0.046	-0.057	0.197	0.140	0.056	-0.042	
10000634516	18	40626755	40626815	Contig37609_RC	SETBP1	0.236	0.027	0.209	0.127	-0.064	0.191	-0.067	
10000634765	18	54493227	54493287	Contig27884_RC	MALT1	0.207	0.193	0.014	0.027	0.038	-0.011	0.001	
10000634799	18	59136182	59136243	NM_000657	BCL2	0.276	0.026	0.250	0.065	0.180	-0.115	0.104	
10000634988	18	66148107	66148167	Contig48983_RC	SOCS6	-0.074	0.158	-0.232	-0.012	0.185	-0.197	0.024	
10000635282	18	74837936	74837996	Contig41813_RC	LOC645321	0.171	0.043	0.128					
10000635564	18	54219434	54219494	Contig50156_RC	CR596491	0.441	0.015	0.426	0.072	-0.185	0.257	0.066	
10000635703	18	40901981	40902041	Contig46991_RC	SETBP1	0.283	0.067	0.216	0.393	-0.142	0.535	-0.023	
10002656780	18	13605686	13605746	AK023474	C18orf1	0.075	0.048	0.027	0.008	0.067	-0.058	0.029	
10002657289	18	2528227	2528287	NM_022840	METTL4	0.574	0.083	0.491	0.216	0.311	-0.096	0.027	
10002657633	18	3268095	3268155	NM_033546	MRLC2	0.357	0.053	0.304	0.078	-0.016	0.094	-0.116	
10002657644	18	31813084	31813144	NM_031446	XTP13	0.271	0.280	-0.009	0.065	-0.019	0.084	-0.015	
10002658303	18	309392	309452	NM_030781	COLEC12	0.586	0.474	0.112	0.559	0.464	0.094	0.288	
10002658517	18	2904008	2904068	NM_032048	EMILIN2	0.229	-0.148	0.377	0.251	-0.114	0.365	0.007	
10002660355	18	13114942	13115002	NM_032142	KIAA1569	0.573	0.340	0.234	0.315	0.081	0.234	0.428	
10002660918	18	19996196	19996256	NM_080597	OSBPL1A	0.337	0.069	0.268	0.130	0.005	0.124	0.029	
10002661019	18	54975833	54975877	NM_033280	SEC11C	0.269	0.213	0.056	0.255	-0.023	0.278	0.041	
10002661398	18	68565935	68565995	NM_138966	NETO1	0.180	0.207	-0.028	0.049	0.023	0.026	-0.017	
10002661861	18	28101676	28101736	NM_022751	FAM59A	0.201	0.071	0.130	0.058	0.209	-0.151	0.035	
10002662097	18	2663318	2663362	ENST00000284857	SMCHD1	0.370	0.081	0.289	0.186	0.129	0.057	-0.110	
10002663005	18	17363446	17363506	AB067498	KIAA1911	0.156	-0.118	0.274	-0.034	0.009	-0.043	-0.034	
10002663067	18	13653389	13653440	U78519	C18orf19	0.172	0.222	-0.051	0.095	0.131	-0.036	0.042	
10002663798	18	59125248	59125308	AK024118	BCL2	0.320	0.104	0.215	0.223	0.166	0.056	0.094	
10002663842	18	59323011	59323071	AF086216	SERPINB5	0.111	0.081	0.030	0.243	-0.087	0.331	-0.013	
10002663852	18	53528414	53528474	AK023336	ATP8B1	0.148	-0.093	0.241	0.126	0.018	0.108	0.135	
10002663908	18	10660906	10660966	NM_022068	FAM38B	0.076	0.076	-0.000	-0.088	0.161	-0.249	0.068	
10002664104	18	18247662	18247722	NM_022663	CTAGE1	0.189	-0.015	0.204	0.019	-0.003	0.021	-0.038	
10002664503	18	19130654	19130714	NM_032933	C18orf45	0.319	0.249	0.070	0.195	-0.008	0.203	-0.040	
10002664780	18	41817710	41817770	NM_024430	PSTPIP2	0.151	0.124	0.027	0.310	-0.034	0.345	0.045	
10002665021	18	5231609	5231669	AK056929	BX648984	0.188	0.196	-0.008	-0.101	0.065	-0.166	0.029	
10002665052	18	17664654	17664714	AF086463	MIB1	0.067	0.165	-0.099					
10002665757	18	59385164	59385224	NM_080474	SERPINB12	0.091	-0.117	0.207	0.106	0.061	0.045	-0.114	
10002666064	18	54299588	54299648	NM_052947	HAK	0.343	-0.027	0.370	0.245	0.071	0.174	-0.003	
10002666171	18	31092272	31092332	NM_032347	ZNF397OS	0.190	0.048	0.141	0.060	0.150	-0.089	0.149	
10002666206	18	64873288	64873348	NM_024781	CCDC102B	0.439	-0.161	0.599	0.256	0.074	0.182	-0.038	
10002666559	18	32613890	32613950	NM_025135	FHOD3	0.152	-0.186	0.338	-0.020	0.006	-0.026	-0.042	
10002666582	18	12977310	12977369	NM_031216	SEH1L	0.531	-0.000	0.531	0.254	0.054	0.201	-0.047	
10002667442	18	12316401	12316461	NM_032525	TUBB6	0.137	-0.067	0.204	0.596	0.411	0.185	0.023	
10002667787	18	20313858	20313918	NM_021624	HRH4	0.156	0.237	-0.080	0.408	-0.094	0.502	-0.044	
10002668104	18	51042531	51042591	AK021980	TCF4	0.341	0.322	0.019	0.254	-0.160	0.414	0.022	
10002668269	18	2696398	2696458	ENST00000300365	SMCHD1	0.126	-0.049	0.175	0.283	-0.163	0.446	-0.143	
10002668308	18	30376568	30376628	AF086074	DTNA	0.177	-0.118	0.296	0.165	0.202	-0.036	-0.001	
10002669117	18	71129749	71129809	NM_005786	TSHZ1	0.333	-0.014	0.346	0.253	0.058	0.195	-0.007	
10002670068	18	41677240	41677300	AK025833	CD33L3	0.216	0.130	0.086	0.126	-0.040	0.166	0.009	
10002670299	18	1244422	1244482	NM_031416	AF295728	0.158	0.199	-0.041	-0.036	-0.021	-0.015	0.063	
10002670425	18	9878092	9878152	NM_032243	TXNDC2	0.151	0.088	0.063	0.174	0.094	0.080	0.013	
10002670572	18	12664623	12664683	NM_024899	TNFSF5IP1	0.155	0.209	-0.054	0.094	0.012	0.082	-0.067	
10002671080	18	17356720	17356780	ENST00000299990	KIAA1772	-0.014	-0.191	0.177	0.078	-0.021	0.099	0.027	
10002671109	18	8626288	8626348	ENST00000269169	RAB12	0.322	0.193	0.129	0.082	0.261	-0.179	0.166	
10002671166	18	8190482	8190542	AK026499	PTPRM	0.256	0.012	0.244	-0.139	-0.031	-0.108	-0.054	
10002671201	18	42888417	42888477	NM_032124	HDHD2	0.075	-0.229	0.305	0.168	-0.059	0.227	0.070	
10002671217	18	57373254	57373314	NM_031891	CDH20	0.193	0.178	0.015	0.086	0.029	0.057	-0.043	
10002671358	18	22686458	22686518	AK026728	AQP4	0.281	0.037	0.244	0.101	0.086	0.014	0.038	
10002672023	18	3594126	3594186	NM_032691	DLGAP1	0.044	-0.076	0.120	-0.006	0.004	-0.010	-0.033	
10002672956	18	22293659	22293719	ENST00000256921	KCTD1	0.084	-0.087	0.171	-0.019	-0.145	0.126	-0.004	
10002672973	18	10781187	10781247	ENST00000285156	C18orf30	0.092	0.055	0.037	0.208	-0.140	0.347	0.005	
10002673337	18	59541325	59541385	NM_080475	SERPINB11	0.261	-0.155	0.416	-0.015	-0.050	0.035	-0.048	
10002673542	18	8007194	8007254	NM_024976	PTPRM	0.174	0.052	0.122	0.023	-0.031	0.054	-0.021	
10002674379	18	71040997	71041057	NM_138478	ZADH2	0.608	0.200	0.408	0.625	0.392	0.233	0.235	
10002674843	18	42501832	42501892	AK054755	AK095045	0.134	0.156	-0.022	0.183	-0.049	0.232	0.005	
10002674857	18	50719898	50719958	NM_025214	CCDC68	0.231	-0.093	0.324	0.011	-0.123	0.134	-0.006	
10002675163	18	44536631	44536687	AF075079	KIAA0427	0.204	-0.202	0.406	-0.041	0.052	-0.093	-0.068	
10002675369	18	31141868	31141928	NM_006629	ZNF271	0.677	0.445	0.232	0.506	0.457	0.048	0.655	
10002675448	18	59132159	59132218	AF086063	BCL2	0.438	0.055	0.383	0.355	0.144	0.211	0.200	
10002675810	18	2722364	2722424	ENST00000300366	SMCHD1	0.373	0.047	0.325	0.174	0.084	0.090	-0.155	
10002675866	18	46580426	46580486	NM_031939	MRO	0.394	0.137	0.257	0.001	-0.017	0.018	0.007	
10002676016	18	28771493	28771553	AK000027	C18orf34	0.518	0.020	0.498	0.145	0.142	0.003	-0.030	
10002676089	18	70401874	70401926	NM_032649	CNDP1	0.096	-0.067	0.162	0.056	-0.302	0.358	-0.032	
10002676200	18	22749770	22749830	NM_031422	CHST9	0.041	0.165	-0.125	0.077	-0.115	0.192	0.008	
10002676612	18	11874141	11874201	NM_023075	MPPE1	0.640	0.258	0.382	0.340	0.320	0.020	0.202	
10002676703	18	17342577	17342637	NM_024935	KIAA1772	0.147	-0.016	0.163	0.114	-0.009	0.123	0.049	
10002677268	18	19969583	19969643	AF363068	C18orf50	0.191	0.074	0.117	0.279	0.109	0.169	0.024	
10002953518	18	26825145	26825205	NM_024423	DSC3	0.221	0.109	0.112	0.053	0.037	0.017	-0.044	
10002953636	18	62322306	62322366	NM_021153	CDH19	0.222	-0.076	0.299	0.134	-0.001	0.135	-0.039	
10002953745	18	9271064	9271124	NM_015208	ANKRD12	0.131	-0.053	0.184	-0.009	0.026	-0.036	-0.072	
10002953959	18	42170949	42171009	NM_152470	RNF165	0.233	-0.160	0.392	0.200	-0.151	0.351	0.153	
10002953994	18	46007563	46007623	NM_145020	CCDC11	0.059	0.008	0.051	0.251	0.223	0.029	0.137	
10002954120	18	42311280	42311340	NM_144612	LOXHD1	0.189	0.041	0.147	0.057	-0.020	0.076	-0.023	
10002954178	18	46173922	46173982	NM_145060	C18orf24	0.196	0.316	-0.120	-0.056	-0.051	-0.005	-0.019	
10002954209	18	22769755	22769815	NM_153010	CHST9	-0.060	0.062	-0.122	0.114	0.051	0.063	0.084	
10003495152	18	13655744	13655804	NM_152352	C18orf19	0.315	0.122	0.193	0.167	0.153	0.014	0.090	
10003495432	18	17484861	17484921	NM_138340	ABHD3	0.123	-0.006	0.129	0.162	-0.052	0.214	0.025	
10003495463	18	71042293	71042353	NM_175907	ZADH2	0.474	0.128	0.346	0.686	0.467	0.219	0.348	
10003495467	18	20895888	20895948	NM_015461	ZNF521	0.277	-0.076	0.354	0.054	0.064	-0.010	-0.036	
10003495632	18	19434008	19434068	NM_173505	ANKRD29	0.442	0.149	0.293	0.003	0.057	-0.054	0.001	
10003495638	18	39101856	39101916	NM_020783	SYT4	0.120	0.177	-0.058	-0.078	0.066	-0.145	-0.063	
10003495791	18	59455999	59456059	NM_002974	SERPINB4	0.006	-0.058	0.064	0.148	0.174	-0.026	-0.106	
10003495887	18	50158579	50158638	NM_173529	C18orf54	0.052	0.156	-0.105	0.199	0.039	0.160	0.045	
10003495925	18	27247817	27247877	NM_177986	DSG4	-0.009	-0.036	0.026	0.026	0.037	-0.011	0.040	
10003495986	18	33087879	33093181	NM_020180	BRUNOL4	0.035	0.232	-0.197	0.222	0.076	0.146	-0.027	
10003496012	18	30700759	30700819	NM_032979	DTNA	0.137	0.156	-0.019	0.020	0.118	-0.098	-0.063	
10003496024	18	30722027	30722087	NM_032980	DTNA	0.268	0.215	0.053	0.205	-0.070	0.276	0.107	
10003496137	18	13231889	13231949	NM_152469	C18orf1	0.305	-0.076	0.381	-0.005	0.048	-0.053	-0.016	
10003496420	18	22027230	22027290	NM_144662	PSMA8	0.211	0.147	0.065	0.270	0.086	0.184	0.409	
10003496521	18	32630066	32630126	NM_015476	HMFN0601	0.379	0.265	0.114	0.788	0.550	0.237	0.291	
10003496536	18	68354954	68355014	NM_182511	CBLN2	0.267	0.194	0.073	0.053	-0.001	0.054	-0.024	
10003496647	18	26901431	26901491	NM_004949	DSC2	0.253	-0.024	0.277	0.362	0.024	0.338	0.109	
10003496663	18	58123940	58124000	NM_020854	KIAA1468	0.198	0.269	-0.071	0.169	0.018	0.151	0.117	
10003496679	18	19316920	19316980	NM_145906	RIOK3	0.477	-0.105	0.583	0.116	0.012	0.104	-0.005	
10003496899	18	19966868	19966928	NM_153211	TTC39C	0.368	0.078	0.290	0.360	0.239	0.121	0.070	
10003496902	18	26963397	26963457	NM_024421	DSC1	0.020	0.403	-0.383	0.456	0.147	0.308	-0.025	
10003497024	18	57631645	57631705	NM_173557	RNF152	0.048	0.170	-0.122	0.068	-0.162	0.230	0.003	
10003497099	18	52966625	52966685	NM_175906	FAM44C	0.364	0.066	0.298	0.056	0.020	0.036	0.066	
10003497130	18	6931892	6931952	NM_005559	LAMA1	0.434	0.188	0.246	-0.017	0.134	-0.151	0.045	
10003497224	18	3448275	3448335	NM_170695	TGIF1	0.108	0.357	-0.249	0.237	0.082	0.155	-0.022	
10003497320	18	64492989	64493049	NM_019022	TXNDC10	0.240	0.064	0.176	-0.019	-0.162	0.142	0.045	
10003497384	18	59898222	59898282	NM_152728	C18orf20	0.031	-0.042	0.073	0.211	-0.027	0.238	-0.004	
10003497390	18	6019595	6019655	NM_173464	L3MBTL4	0.046	-0.033	0.079	0.088	0.041	0.047	0.025	
10003497441	18	74859082	74859142	NM_171999	SALL3	0.349	0.162	0.187					
10003497454	18	65984649	65984709	NM_173630	RTTN	-0.061	0.251	-0.312	-0.158	-0.038	-0.120	-0.103	
10003497785	18	54216300	54216360	NM_015277	NEDD4L	0.410	0.003	0.407	0.339	0.300	0.039	0.044	
10003497933	18	52847944	52848004	NM_052834	WDR7	0.081	-0.140	0.221	0.012	0.035	-0.023	-0.012	
10003497977	18	65660241	65660301	NM_152721	DOK6	0.286	0.128	0.159	0.400	0.415	-0.015	0.011	
10003498172	18	18247662	18247722	NM_172241	CTAGE1	0.109	0.178	-0.069	0.105	-0.017	0.122	0.045	
10003498400	18	50105059	50105119	NM_139171	STARD6	0.130	0.128	0.003	-0.126	0.124	-0.251	-0.057	
10003498642	18	50417630	50417690	NM_173629	C18orf26	0.057	-0.043	0.100	-0.083	-0.122	0.040	-0.062	
10003498723	18	5226839	5226899	NM_152471	LOC339290	0.234	-0.092	0.326	0.187	0.224	-0.037	0.094	
10003498730	18	17698565	17698625	NM_020774	MIB1	0.184	-0.003	0.188	0.078	-0.040	0.119	-0.033	
10003498816	18	63324830	63324890	NM_032160	DSEL	0.338	0.230	0.108	0.337	0.145	0.192	-0.077	
10003498916	18	68652253	68652313	NM_138999	NETO1	0.222	0.035	0.187	-0.020	-0.176	0.156	-0.029	
10003499271	18	10478619	10478679	NM_153000	APCDD1	0.336	0.192	0.144	0.298	-0.034	0.332	-0.109	
10003499343	18	55114935	55114995	NM_181654	CPLX4	0.248	-0.071	0.319	0.066	0.049	0.017	-0.021	
10003499449	18	69891640	69891700	NM_152676	FBXO15	0.392	0.015	0.378	0.471	0.085	0.386	0.002	
10003499482	18	19092554	19092614	NM_138375	CABLES1	0.284	-0.115	0.399	0.105	0.076	0.029	-0.046	
652786	19	40088060	40088120	RSE_00000118999	BC031235	0.428	0.115	0.313	0.019	-0.155	0.174	-0.007	
1141269	19	16851867	16851927	AB014600	SIN3B	0.149	-0.009	0.158	0.201	0.012	0.189	-0.079	
1144367	19	368037	368097	AB001451	SHC2	0.498	0.775	-0.277	0.060	0.007	0.053	0.052	
1150397	19	1037562	1037622	D86976	POLR2E	0.289	0.075	0.214					
