gene	h50	pve50	rho50	pge50	pi50	n_gamma50	h025	pve025	rho025	pge025	pi025	n_gamma025	h975	pve975	rho975	pge975	pi975	n_gamma975
TRIM23	0.033016625	0.029856765	0.50369285	0.36584475	0.026417615	37	0.00806388995	0.008245528225	0.0239428245	0	0.000791699635	0	0.2286527475	0.06578977775	0.9753283925	0.9672089925	0.2086153	292
F2R	0.1613665	0.1309218	0.8790762	0.85001755	0.001126746	2	0.04461243	0.08824179525	0.4703669	0.6283134825	0.0006200681	1	0.5940593	0.184255465	0.9938401	0.98756306	0.0042822395	6
DNAJC21	0.1710571	0.08243069	0.8350006	0.60766245	0.001874615	2	0.05246091025	0.04665057	0.382797755	0.2545273925	0.0007514668	1	0.5619494925	0.1313491	0.98579429	0.9505767425	0.0098468391	12
CANX	0.04677624	0.03913422	0.7866976	0.7399076	0.0030457775	4	0.01076846	0.0145843945	0.1202296275	0.00910361065000001	0.000740529825	1	0.311605355000001	0.0781767785	0.9938359	0.9895419575	0.03491685	53
RAD50	0.0233728	0.017195615	0.56848475	0.41131975	0.013354905	17	0.002028313375	0.001601930925	0.02989218575	0	0.000860819325	0	0.230251665	0.05120003225	0.984979505	0.9678741125	0.1732843925	232
TPPP	0.1930966	0.1915606	0.8368699	0.82552255	0.00275649	3	0.0659516195	0.13855681	0.3882978	0.4458523325	0.001069435	1	0.5866359	0.2614228	0.9861215	0.9835267975	0.019753354	17
CDKN2AIPNL	0.075139605	0.0544105	0.59248035	0.44330315	0.009828012	13	0.01590684425	0.0129909955	0.04145049575	0	0.0008452028	0	0.3426621	0.1112977025	0.975678715	0.959924995	0.12805485	162
HBEGF	0.1068945	0.08883371	0.94057795	0.9303505	0.0021106345	2	0.02507085425	0.05504896	0.55279337	0.6963819825	0.001136108	1	0.5539578	0.130582	0.9984184225	0.997376645	0.006233039	5
ZNF879	0.2455156	0.2279116	0.9625697	0.95642	0.0010683	1	0.06998782	0.1758098	0.7322097	0.8490189	0.00063395	1	0.6936869	0.2875588125	0.9991401	0.99802432	0.003279427	4
FBXL17	0.13096215	0.09692749	0.9350919	0.9082196	0.001177028	2	0.03381879	0.05639290425	0.5626114	0.612862	0.0005042578	1	0.4974906	0.1499011075	0.9983256	0.9965984	0.0052533697	9
FAM169A	0.014725175	0.0096469065	0.56904025	0.3312221	0.005781152	10	0.0005944966875	0.000391621765	0.029019276	0	0.0006091609725	0	0.273961635	0.03941871425	0.9907172	0.96085857	0.0547363215	97
FAM134B	0.1296752	0.1242174	0.9375997	0.93604755	0.003501127	6	0.0397971385	0.08228711	0.6082804025	0.7235073	0.0009088729	3	0.372762155	0.1734714575	0.9978535175	0.9973869	0.01138895575	15
DPYSL3	0.05158555	0.03576054	0.51918635	0.27244455	0.0038861335	6	0.0093894455	0.0078675121	0.02624129625	0	0.0006861871625	0	0.4008943025	0.07989179225	0.9742252	0.94419278	0.0381131795	59
KIAA1191	0.063292455	0.043145845	0.8161075	0.6952617	0.0030332095	3	0.01228464075	0.01566486	0.1559366	0	0.00104786	0	0.369846125	0.0839162585	0.992847535	0.986831075	0.0208740515	21
CPLX2	0.096807225	0.06373515	0.78714745	0.5982686	0.002143223	3	0.0229852185	0.02905444825	0.2745262	0.2212580125	0.0007951231475	1	0.479017755	0.1097462	0.987081	0.97358136	0.0117688925	15
MRPL22	0.0277978	0.013706455	0.61531385	0.19079905	0.001589169	2	0.0012477061	0.0006268446025	0.03308874025	0	0.000606906805	0	0.4097358425	0.048777748	0.9909286775	0.93515998	0.0325734785	54
RNF130	0.3377932	0.09301827	0.9669411	0.8103557	0.0023276925	3	0.1179989	0.05643205975	0.78432586	0.517959525	0.0008355738225	2	0.7421201	0.1400724	0.99878369	0.990522605	0.008436144	7
CEP120	0.008530923	0.00369419	0.6941086	0.23015465	0.0015923185	2	0.0002461215	0.0001227502	0.04231212	0	0.0005849320675	0	0.3249781	0.020143327	0.99681159	0.96006338	0.03173227	58
MTX3	0.1282298	0.07377441	0.89504665	0.81566405	0.0015415335	2	0.031850134	0.0392794925	0.40587452	0.4136407125	0.000703218415	1	0.492370495	0.120074135	0.9966681	0.9908857	0.00620816952500001	9
CHD1	0.018051995	0.010019045	0.6356602	0.36850345	0.0044806605	5	0.000749201825	0.0004451151925	0.03464138	0	0.000809305655	0	0.3265572975	0.040674448	0.9925269	0.96423125	0.09100906125	120
TTC1	0.01317139	0.009430453	0.5744723	0.36447535	0.01072744	16	0.000571936815	0.0003977111475	0.02889419	0	0.00073604564	0	0.2415480225	0.03760878	0.9900852625	0.965566045	0.1277572	192
GRPEL2	0.0763356	0.073929875	0.650532	0.62400265	0.01529184	25	0.02855062175	0.036576347	0.0448006455	0	0.0007194487275	0	0.275532665	0.1260939925	0.98479836	0.98508	0.10979253	183
IL6ST	0.1188488	0.08511498	0.8217893	0.75720285	0.0041138095	7	0.0395343475	0.0428358475	0.309928635	0.3421449675	0.001119464125	2	0.352315255	0.1409101775	0.99118647	0.985536155	0.1206755325	188
DBN1	0.1172086	0.1234188	0.94652075	0.9485347	0.002142085	1	0.02703731	0.08403272	0.6008639	0.76666643	0.00109439	1	0.5345124	0.1705364	0.998502235	0.9979921775	0.009416243775	7
LMBRD2	0.01538246	0.01263857	0.6104886	0.51587735	0.01476169	22	0.0008101481825	0.000643177695	0.03379548825	0	0.00078158432	0	0.164363675	0.043999662	0.990746435	0.981840555	0.1652481	251
SRFBP1	0.008428676	0.0067483765	0.5238308	0.4602148	0.06979321	102	0.0003122233125	0.00026371889	0.028279807	0	0.000848487895	0	0.0747273675	0.03298003675	0.9840512825	0.9702410575	0.1483395	210
MRPS30	0.0084821855	0.00673004	0.54258685	0.44118335	0.2620777	197	0.0005011655	0.0003887749525	0.02795011	0	0.001590962825	0	0.11731755	0.027931265	0.9853011775	0.9755805	0.40326751	294
PRKAA1	0.01543707	0.01014532	0.58882015	0.3435336	0.004295665	8	0.0007377572775	0.0004879046125	0.030237103	0	0.0005919747	0	0.2928518375	0.0386496825	0.98976287	0.9627154	0.09863402	173
PAIP2	0.010100075	0.004971601	0.6112512	0.3431999	0.010524955	8	0.0002882065	0.0001665363	0.03023205	0	0.001280262275	0	0.30949773	0.02887376725	0.99506945	0.9642735	0.1568608	128
PAIP1	0.02855864	0.01413079	0.61897195	0.3783296	0.0065373775	5	0.001280462325	0.0007529281825	0.031933117	0	0.001157556625	0	0.320333872500001	0.052399781	0.99031503	0.96069427	0.13586215	125
PTCD2	0.050858175	0.040781285	0.66356485	0.56875175	0.008080495	9	0.01273534175	0.01316204725	0.042961762	0	0.0008716775	0	0.2832553625	0.083200004	0.98614363	0.9821355475	0.14794726	181
GPRIN1	0.2717661	0.2886723	0.89969325	0.91709055	0.004179742	3	0.10136862	0.2292545175	0.5847531	0.8056844	0.001375	2	0.639951	0.355996135	0.9916331	0.990151735	0.01171606725	9
WWC1	0.31833695	0.3384636	0.9321691	0.9401985	0.0076252885	14	0.1582327	0.281133795	0.67816236	0.8192870225	0.001735256	6	0.5315801525	0.397188795	0.9970529	0.9973161	0.0163345355	28
LARP1	0.106898	0.1252119	0.83985545	0.8795578	0.001829921	4	0.02878615	0.0805766125	0.3493132875	0.5618265425	0.00060267107	1	0.3975337875	0.181705155	0.9924617375	0.994155195	0.009955101625	17
SEC24A	0.02144304	0.01542639	0.5641881	0.3480103	0.01151643	16	0.0012309458	0.00089045152	0.02814444	0	0.0007766977275	0	0.2743480775	0.051230312	0.9862527	0.96143426	0.1481800675	204
NUDCD2	0.008299836	0.004492825	0.6366407	0.3064443	0.0028484725	4	0.0002753755925	0.0001479649	0.038713157	0	0.000663538435	0	0.281086105	0.02370287575	0.994758735	0.9606876	0.03872024	63
ZNF346	0.018895325	0.01061438	0.6580402	0.3546949	0.0067131055	4	0.000729637745	0.0004065073075	0.03828033425	0	0.00146739145	0	0.330161240000001	0.04200671425	0.99221247	0.9659185	0.132334745	94.0250000000015
NUDT12	0.4292459	0.447139	0.9771341	0.98078655	0.001808177	3	0.1641953525	0.4007395	0.827132015	0.9336896225	0.00079144159	2	0.7925659	0.4930382	0.9990554	0.9988459	0.00930161155	7
PLK2	0.069718005	0.059675715	0.78757545	0.7178998	0.0025027245	5	0.0191171075	0.02844923975	0.14379368	0.01472187125	0.0005482155175	1	0.3254658925	0.102823015	0.991024295	0.98866688	0.0123033135	26
SGTB	0.1109871	0.1177501	0.91624325	0.9239229	0.002351246	4	0.03069454475	0.07664723575	0.4693029875	0.4958674575	0.0007302674	2	0.40200326	0.16903488	0.9977514325	0.9976541575	0.00998947045000001	14
TRIM41	0.15793015	0.1161893	0.8381405	0.80173935	0.01012155	6	0.052949952	0.07110809675	0.3124221925	0.3272104775	0.0024179705	1	0.44191654	0.18088423	0.9938608275	0.9910635975	0.0532993617500001	32
PFDN1	0.08484246	0.06548316	0.73458615	0.6718243	0.0093104	8	0.026472469	0.03175494275	0.07093056775	0	0.0012306566	0	0.32571893	0.1227105	0.988395475	0.9858852575	0.09463118275	85
CBY3	0.030103245	0.024303645	0.5300653	0.36111635	0.0106608	15	0.003201296075	0.0026742702	0.0273877975	0	0.000760549995	0	0.2441751625	0.06330601575	0.9796922825	0.9624084	0.06249628625	91
MCC	0.3486436	0.4753292	0.9782008	0.9868266	0.002024091	5	0.1363715	0.4257249	0.8517043875	0.95301316	0.0006392561	4	0.68411	0.52529563	0.9990954	0.99942853	0.005732654	9
OXCT1	0.03003037	0.020072255	0.7416091	0.6328231	0.0038138485	5	0.0033484028	0.00289579045	0.04994899725	0	0.0007374163	0	0.2762610725	0.05724149	0.9938731	0.9851675575	0.1283927025	193
RAB24	0.060003765	0.03732314	0.59716425	0.3419243	0.005197958	4	0.008454891	0.006187375225	0.033321653	0	0.00123939215	0	0.4377259	0.0873804185	0.980556	0.9400568	0.130620815	113
ARRDC3	0.01640178	0.010845515	0.5886365	0.35789935	0.0078827325	9	0.0008430734525	0.0005626580375	0.03018712675	0	0.0009197485125	0	0.25607779	0.03873222625	0.989631975	0.96479916	0.1622403925	189
SH3RF2	0.009985912	0.004892022	0.675802	0.3046682	0.0021879785	3	0.00033071069	0.0001860865275	0.03601614	0	0.000683626465	0	0.3009257475	0.02513894	0.9953882325	0.9657953375	0.0370698	57
PRLR	0.1428259	0.15167335	0.9006482	0.9060058	0.00217851	3	0.04085828425	0.104386255	0.4825311175	0.6625761025	0.0007273135575	1	0.4931083	0.211765265	0.996543885	0.995807005	0.00934303975	12
WDR55	0.21281385	0.23757225	0.93040015	0.9440239	0.001746644	1	0.056276034	0.1612564	0.5988455425	0.8351675	0.001016923	1	0.635938	0.3588682625	0.9962051125	0.9958798	0.005192279975	4
NHP2	0.03389559	0.02682551	0.58356355	0.4283723	0.012483885	15	0.004395853	0.0036341477	0.03107266575	0	0.0009088573	0	0.328014315000001	0.06513132075	0.9857508	0.9673351325	0.1735477025	212
COX7C	0.009353059	0.0038125745	0.69084345	0.2078011	0.0024463815	2	0.0002685155	0.0001243411375	0.04228596975	0	0.000961552785	0	0.3602347	0.0212623305	0.9967321	0.955133	0.01792926	19
CCDC112	0.084059585	0.046084575	0.8264086	0.69245315	0.002130187	3	0.01699990375	0.015016129	0.140626745	0.0111892575	0.0006286195075	1	0.4241984	0.0974953327500001	0.993874855	0.98258275	0.02080370075	34
IPO11	0.04401844	0.03254517	0.7623133	0.64129025	0.0018491935	3	0.008208491025	0.009702841675	0.064417404	0	0.0006438609675	0	0.38764449	0.07460059	0.9940762	0.987631635	0.0377307485	63
ATP6V0E1	0.024369065	0.01879547	0.5583151	0.3835157	0.01153102	20	0.0014757266	0.00107682765	0.029359928	0	0.0006147185375	0	0.2542233975	0.057823149	0.985093	0.967793515	0.15969817	287
KDM3B	0.025724005	0.016098635	0.5712943	0.2673789	0.0046231235	4	0.0028647471	0.001984275525	0.02926878	0	0.001156741425	0	0.3471988125	0.046579899	0.98593692	0.9575732825	0.1313421	118
ZMAT2	0.097291755	0.06906511	0.9010944	0.87383705	0.0025354975	2	0.0214631425	0.03410494925	0.4332683725	0.514530915	0.001013256	1	0.488796225	0.1308156	0.997292545	0.9935167	0.0399611737500001	39
TARS	0.12274485	0.07667124	0.9620934	0.93656955	0.002316086	3	0.032089025	0.0437656	0.6931409	0.6899766	0.0008889565	1	0.4795171	0.1187054375	0.9987988525	0.9972115025	0.006481528625	7
LOX	0.077430705	0.065178155	0.74712745	0.71380495	0.0041098755	5	0.02174486025	0.03149536375	0.1898327	0.2158736	0.0008191329	1	0.321971	0.118371785	0.9859357475	0.9825954375	0.106031445	144
CETN3	0.02390853	0.016114795	0.58247545	0.43603095	0.020580345	24	0.00110435655	0.000826114865	0.03037692	0	0.0009450104775	0	0.2528773925	0.05837932625	0.988095305	0.9679393025	0.1528367075	176
LTC4S	0.09347447	0.0750621	0.58650735	0.44311545	0.004959589	7	0.02962419275	0.03298847	0.0379217825	0	0.0007737497	0	0.3873218325	0.1375045	0.9805387625	0.9739025925	0.1404874225	206
FAM153A	0.19739865	0.1169813	0.91160225	0.83258265	0.001626153	1	0.0554900475	0.07692734825	0.5598689875	0.607140055	0.0010035965	1	0.6281258	0.166729235	0.9952387	0.9837433175	0.004670576	4
FAM153B	0.08394101	0.07271979	0.8995128	0.87935955	0.0018057745	2	0.01843279725	0.04112286275	0.410243195	0.5427641	0.0008645414	1	0.465127	0.1199920975	0.99742151	0.995156175	0.00713328772500001	8
NDUFS4	0.11006665	0.065993765	0.89817345	0.82186535	0.0013320745	2	0.02562708925	0.03371782725	0.452742155	0.4843936	0.000533688555	1	0.5877455	0.1108429	0.9978582	0.989640525	0.0042989304	8
NDUFS6	0.038877515	0.03224552	0.5934733	0.42837465	0.0046668215	9	0.006482567675	0.00578921695	0.03203223225	0	0.0005580207075	0	0.2947474875	0.07287850425	0.9841216025	0.972681795	0.13379034	266
CLTB	0.1015131	0.1011709	0.8713278	0.8636591	0.0029177775	3	0.02690789	0.061457129	0.3927416	0.4920293275	0.001118629425	1	0.4529778	0.1568436475	0.9943591775	0.99322411	0.01346501825	12
ZDHHC11	0.05287677	0.04363509	0.52874105	0.377226	0.013284655	16	0.01240619575	0.0117318995	0.027461435	0	0.000952397015	0	0.30116841	0.0939786955	0.974172825	0.965938715	0.2116473475	241
DDX41	0.00854949	0.003919694	0.6900183	0.22783515	0.002880257	2	0.0002523619	0.0001325119975	0.0383206735	0	0.00109926	0	0.351014172500001	0.02076632975	0.9970151325	0.9561808925	0.03532544	35
DDX46	0.01847083	0.012485955	0.5612515	0.33894525	0.014508215	19	0.000855921145	0.0005724968175	0.02798835125	0	0.0007953395125	0	0.305413895	0.04798300625	0.98932835	0.9627892675	0.1123370625	153
HINT1	0.064494845	0.036854145	0.5544066	0.38620645	0.01031684	8	0.014966905	0.0121448695	0.02913259125	0	0.00141477795	0	0.377027307500001	0.1067491375	0.9814315275	0.96081714	0.2910293475	228
PTTG1	0.03022052	0.021697265	0.75790755	0.64261905	0.0028297225	4	0.002176972975	0.00140609525	0.06721138075	0	0.0006479266	0	0.2839504525	0.058746887	0.9936013	0.9844755	0.0525565375	89
MIER3	0.01803169	0.015018395	0.53131085	0.4623069	0.06078511	105	0.00085241419	0.0007219821	0.026795623	0	0.000705620375	0	0.1153948075	0.0537226045	0.9826593	0.9724936775	0.16342824	281
PAPD7	0.2065957	0.07176639	0.9405159	0.7909985	0.0012904795	3	0.0470201595	0.03578075475	0.505596275	0.3360070025	0.0004971505025	1	0.6506737	0.1174782075	0.9978176	0.9887882725	0.00744981362500001	14
PAPD4	0.01073049	0.0052093765	0.66139305	0.2324565	0.0020687905	3	0.0003348844	0.000178476295	0.032714258	0	0.00067925787	0	0.3095156125	0.02503952925	0.9952374925	0.9554951	0.04169828	64
LYRM7	0.054476575	0.02173027	0.5530776	0.33114755	0.006171899	4	0.00376940505	0.002196313125	0.02870216975	0	0.001326663625	0	0.4198075675	0.091935811	0.983453205	0.9423649	0.07969542125	64.0250000000015
RPS14	0.01090953	0.0076283405	0.60642685	0.39872735	0.01028627	16	0.0004331728	0.000299607	0.03470655825	0	0.0006737097	0	0.2238611725	0.032113176	0.9917357	0.970928185	0.08325538	129
WDR36	0.1109229	0.06855207	0.9112015	0.8581535	0.002271441	3	0.0286037125	0.03459397	0.464744875	0.475041315	0.00078157083	1	0.4251265	0.1184625475	0.9966821	0.9922349525	0.00874089982500001	11
IRF1	0.01473024	0.0091891215	0.61660925	0.3741398	0.005683785	6	0.00068404149	0.0004381379825	0.0355550905	0	0.0009420766	0	0.275071802500001	0.0340482055	0.9923174275	0.9728146	0.05204914425	58
SNX24	0.025165225	0.020423905	0.567551	0.5255651	0.07574717	127	0.001910829875	0.001740836375	0.02932854975	0.01087619275	0.00089203106	1	0.139753485	0.05961003225	0.9876485125	0.9779035	0.16925921	275
PDZD2	0.024874065	0.01425938	0.6342928	0.2948699	0.001759642	3	0.001043642	0.000617878605	0.0375060625	0	0.0005215017725	0	0.371381080000001	0.0526744545	0.991533705	0.9579727725	0.06113569375	119
ITK	0.11595395	0.08083096	0.8468745	0.7666528	0.001468726	2	0.03262169875	0.045041099	0.388003895	0.437629015	0.0006190234	1	0.461907625	0.1282297	0.990328485	0.9790330125	0.007629279	12
ARAP3	0.2092112	0.1971164	0.9653462	0.9670558	0.004128508	7	0.06306793825	0.1486279	0.7552947975	0.8315579775	0.0008547884	4	0.4917324625	0.2491425	0.9988578	0.9986572	0.01462871	18
GIN1	0.01973875	0.0088785185	0.6525874	0.2707014	0.002421041	3	0.000742025225	0.000370416315	0.03520377975	0	0.0007825483	0	0.3763317	0.04277718325	0.99361324	0.953936415	0.02800923	35
ISOC1	0.3549032	0.4020852	0.9282582	0.9456748	0.001432135	3	0.13362735	0.327152515	0.654549075	0.8663889	0.0006329172	2	0.7201464	0.5017712	0.99488141	0.9944908075	0.00493805235	7
RHOBTB3	0.01242296	0.008737454	0.5553439	0.38706545	0.009599293	14	0.0004700776575	0.0003564517975	0.0258151	0	0.0007091168	0	0.1902352475	0.037804062	0.98842903	0.9656586	0.1013614	156
ERBB2IP	0.02407165	0.018428835	0.542393	0.36739175	0.009353329	15	0.002194165175	0.001657511775	0.02736104325	0	0.0006983102175	0	0.234800955	0.0514368825	0.9829118925	0.9651687125	0.06963539525	111
CCNG1	0.08514396	0.061581995	0.7141373	0.5982793	0.002510667	4	0.0229220905	0.02701227825	0.050567703	0	0.0006766654925	0	0.413726115	0.1119608825	0.992742	0.988451045	0.1545954375	244
DAP	0.2426726	0.2721959	0.9180542	0.92312745	0.001478637	3	0.08192745275	0.2171366425	0.60348777	0.767962505	0.0005420757	2	0.6030781	0.3308169	0.9963611	0.9963793125	0.004545050075	8
ESM1	0.11409885	0.11453395	0.8597941	0.8649444	0.001362607	2	0.029179258	0.07336722125	0.3989593975	0.6449657425	0.0006308418	1	0.5076445	0.1669664725	0.9932807	0.99163993	0.0056787559	8
ZSWIM6	0.022550415	0.013784935	0.55682175	0.31706225	0.004554243	6	0.001359806	0.0008959601225	0.028821092	0	0.0007609153225	0	0.286639075	0.049481182	0.9862378025	0.9553558	0.12861131	183
IL31RA	0.426191	0.07353713	0.9807341	0.811532	0.001126598	2	0.1553269	0.041641918	0.8564902425	0.4833211	0.0006667659	2	0.7875677	0.1177246	0.9990346	0.988013855	0.003355582	4
IGF2R	0.02581854	0.017817475	0.5772383	0.35047785	0.0043413565	8	0.001709721725	0.001192830625	0.03010663	0	0.0005308574125	0	0.320503795	0.053698374	0.9872571775	0.9634432	0.1308538175	263
CFB	0.045531595	0.038278325	0.7867972	0.73698675	0.010405305	5	0.01195586975	0.01461479075	0.06570549025	0	0.00207371875	0	0.2849147	0.075315781	0.995652125	0.9922856875	0.23683555	129
HLA-DQB1	0.7019928	0.8588687	0.9923569	0.9974971	0.01738531	11	0.4314666	0.8439223	0.935543605	0.9882791475	0.005922488	8	0.873386	0.8719079	0.9997251	0.9998856	0.03117163	17
HLA-DQB2	0.5093282	0.7930346	0.98176855	0.9956809	0.0050393265	5	0.2412207475	0.771082415	0.8776611425	0.98524738	0.002164376975	4	0.7942584	0.8125382	0.9992695025	0.9997449175	0.01314758	8
LY6G6C	0.02662292	0.02072471	0.5625497	0.36410175	0.03269506	13	0.004542394025	0.004144837625	0.028211221	0	0.0026717652	0	0.2908360075	0.05352997875	0.9828960725	0.9698576	0.51496818	213
LY6G6E	0.0085344255	0.0045670235	0.6016758	0.3553231	0.02105419	8	0.0002657684	0.0001582019	0.03086931	0	0.002612087	0	0.2355052375	0.02703078225	0.993228265	0.9621823	0.2616392325	109
GCNT2	0.3655746	0.4867109	0.9789672	0.9867733	0.00076394385	1	0.1243068	0.4382165	0.8403611	0.9539397	0.0005485471	1	0.8007565	0.529782325	0.9994042	0.999391	0.002247247	3
KDM1B	0.2693827	0.17091875	0.9342279	0.8948737	0.001044243	2	0.08578928825	0.1229118	0.6302008925	0.7265659125	0.0006130579	1	0.7032503	0.2277060375	0.9963659	0.9915214825	0.00411816202500001	5
HIST1H3H	0.0066876425	0.004291033	0.530482	0.4438932	0.03513498	35	0.0002235707525	0.0001702511	0.02604215525	0	0.001245349	0	0.090842961	0.02618356	0.9865207075	0.9691185125	0.14816111	146
PSMB9	0.2377608	0.3824879	0.96154345	0.9819865	0.004369971	4	0.07720807	0.3306574	0.7112462	0.9231003725	0.001322218	2	0.5722554	0.4361561	0.9991237	0.9993488025	0.01133584625	9
PSMB8	0.4006998	0.1628976	0.9893259	0.966754	0.003203215	3	0.1537211	0.1217722	0.8948259675	0.8542304	0.001465844	3	0.7676776	0.2083352375	0.9998346	0.9989185	0.006486833	6
PSMB1	0.1590061	0.1046663	0.9431287	0.9191218	0.0032666535	3	0.03923496625	0.06425133175	0.549267	0.4729770175	0.001294969	2	0.5306367	0.16729595	0.9983952	0.9959672	0.04668627875	40
SLC17A5	0.13439545	0.059461025	0.947195	0.8784555	0.00155896	2	0.0308441235	0.02955772	0.5779119875	0.5270745975	0.000724262695	1	0.541236955000001	0.1045662275	0.9985411375	0.9947836	0.00632285685	8
SLC17A3	0.3634956	0.4412775	0.9710815	0.9771822	0.0008740691	1	0.124470345	0.38617966	0.8278500525	0.9417818	0.0005085828	1	0.7651244	0.50076112	0.9981352	0.9981257	0.002593724825	3
MTCH1	0.06689483	0.04469403	0.84471945	0.75584715	0.002919236	5	0.00976913845	0.008804135175	0.16460368	0.09137892025	0.0007718822	1	0.33180972	0.09065063775	0.9951523625	0.9898558725	0.06102811225	97
SMPD2	0.4114364	0.4949657	0.9772114	0.9857045	0.0032418	5	0.15453865	0.4275695	0.8125446	0.9325981625	0.000935346	2	0.7602229175	0.5716507	0.99934	0.9994661	0.01063028	12
UBE2J1	0.02564226	0.01779794	0.5603866	0.2982274	0.005450841	7	0.002049193425	0.001419363875	0.029035145	0	0.00073682933	0	0.3252062175	0.0529025485	0.98636642	0.962427645	0.05767664	84
BCLAF1	0.009833876	0.003902535	0.6839286	0.225187	0.002887727	2	0.0002613865925	0.0001133805	0.03715804	0	0.001100663	0	0.3286793575	0.02265757175	0.9965396125	0.9517636	0.04681975875	45
PLA2G7	0.3467179	0.2374582	0.9326583	0.8900214	0.0034806805	7	0.1310559875	0.1694003	0.6797854	0.7362155225	0.0008200346475	2	0.64375638	0.3028348225	0.9956885175	0.9902341	0.01005504625	15
EPB41L2	0.2397059	0.1879708	0.9437931	0.9284459	0.003563465	7	0.09163751975	0.1363191	0.5996804	0.69337663	0.0007650574	3	0.52213899	0.2531362	0.9982216	0.9973194	0.0090338174	16
PPT2	0.1496524	0.1357633	0.64202365	0.5657779	0.04271337	20	0.0751343875	0.08681662425	0.04310012475	0.00727593192500001	0.00271735045	1	0.3853096375	0.20489496	0.982439625	0.9815759225	0.584740045	284
CNR1	0.475866	0.5165264	0.7398786	0.8798986	0.001343673	2	0.2423405	0.4475274025	0.3652142	0.79015133	0.000653518105	1	0.7991120825	0.5924272	0.9569062	0.96201096	0.00429996885	6
ANKS1A	0.10922975	0.06378366	0.8557828	0.7438993	0.001874689	2	0.026727157	0.02987829575	0.3446396025	0.2556149025	0.000919706	1	0.511851007500001	0.1163793	0.9938272575	0.98413642	0.01505099025	16
C6orf89	0.04960377	0.040709515	0.7474538	0.66646005	0.0030960025	5	0.01033938675	0.01103339	0.07733730125	0	0.00070469334	0	0.2915715925	0.085323241	0.99102641	0.9880845425	0.0287038755	45
PHACTR1	0.181499	0.2162557	0.953468	0.96102815	0.0011816835	3	0.05194773	0.1665846	0.7047038	0.849973175	0.0004851494	2	0.587571865000001	0.2687405	0.9981767875	0.998327	0.0033544497	6
SERPINB1	0.1152048	0.06129049	0.8775612	0.7398522	0.001620209	3	0.02648260225	0.0240330135	0.4111525	0.316474825	0.0006237780375	1	0.4830330025	0.1077679725	0.99490426	0.984964	0.00764833315	12
SERPINB6	0.4787181	0.62969905	0.9885083	0.9938679	0.003796592	7	0.2418909	0.5908658275	0.9230196175	0.9740156125	0.001567514	4	0.7360215	0.6644388	0.9995663	0.9997574	0.00935510052500001	15
KLHDC3	0.011474965	0.005411185	0.66888265	0.2393864	0.002819555	2	0.0003933287	0.00019239235	0.0370051955	0	0.0010023154	0	0.350538410000001	0.027215313	0.9963886625	0.95515402	0.0645460255	66.0250000000015
HDDC2	0.4489057	0.47614665	0.9610452	0.9677659	0.002092067	3	0.1865481125	0.4210342	0.7865563	0.9226617	0.0008410346	3	0.7828055	0.5361604275	0.9968951375	0.996169165	0.005281120525	6
HFE	0.087014355	0.06160858	0.4922704	0.3420538	0.008106719	15	0.02494716225	0.0243938755	0.02472246175	0	0.000623488375	0	0.381097305	0.1288500625	0.9687789525	0.95097194	0.1199595575	216
HLA-B	0.6672701	0.57272865	0.89173295	0.8846511	0.02873362	13	0.4652390525	0.5048024	0.6291719	0.683577605	0.009686095075	7	0.8310844	0.6567900575	0.99297768	0.98892845	0.07488448625	28
CITED2	0.08722873	0.07997661	0.77761305	0.7561911	0.008723144	12	0.03201987225	0.041684232	0.1668201	0.03632856375	0.00093361513	1	0.2540196	0.1293862725	0.9903218625	0.98973152	0.0375386	50
HLA-F	0.49695535	0.4887495	0.71281595	0.8010502	0.1241259	8	0.24088522	0.3569424	0.05732246825	0.00420350995	0.0184292735	1	0.8008263225	0.68587935	0.98601546	0.9894105475	0.7847872275	48
RIPK1	0.17133095	0.109484	0.92813385	0.873418	0.002846589	5	0.058535156	0.06743089	0.6246952425	0.5863919725	0.001005677025	2	0.4847462675	0.1591411875	0.9973464075	0.9941194	0.008725877	13
EZR	0.0939514	0.05791051	0.9027266	0.83112395	0.002298793	4	0.02593806	0.02759448375	0.312467765	0.285646295	0.0006734741	2	0.402715927500001	0.10025136	0.9968623	0.99262238	0.08464345075	168
SYNCRIP	0.02019023	0.0134914	0.53332345	0.3232925	0.0075297915	13	0.001062388475	0.00070493676	0.02433619625	0	0.0006290675175	0	0.282488785	0.045935398	0.985081275	0.9541407725	0.1183783575	205
RNGTT	0.3689002	0.2682974	0.9800004	0.9671694	0.0015056125	4	0.1517649	0.2193403	0.8595335	0.8754366925	0.0006993591	4	0.7317476	0.3205508775	0.9993266	0.9985526	0.00432883	7
NOTCH4	0.21781625	0.1695222	0.877678	0.8614613	0.0381946	20	0.10306187	0.1108772325	0.245495085	0.2493452525	0.0115627645	6	0.401365715	0.2584778725	0.995584115	0.9941816425	0.2285466175	119
EHMT2	0.017863835	0.010647025	0.6065548	0.32402195	0.009597141	5	0.0008416202775	0.0005283038025	0.0313233175	0	0.001939060275	0	0.3177661225	0.04092535225	0.99117115	0.9648169	0.2091699	113
TPD52L1	0.1225634	0.1452422	0.9386206	0.9515335	0.00331382	5	0.036854982	0.09984623	0.592894175	0.7261886875	0.00077565667	2	0.4066406	0.19866656	0.9979168	0.9980105075	0.012333168	16
