AssociatedGeneName EnsemblGeneID h2.CrossTissue se.CrossTissue ensid
HYKK ENSG00000188266.9 0.062715 0.036838 ENSG00000188266
FER1L6 ENSG00000214814.2 0.045098 0.037333 ENSG00000214814
EFNA5 ENSG00000184349.8 0.019208 0.03079 ENSG00000184349
GALNT13 ENSG00000144278.10 0.093677 0.051782 ENSG00000144278
OGFOD1 ENSG00000087263.12 0.089126 0.049701 ENSG00000087263
ADPRH ENSG00000144843.7 0.082143 0.049886 ENSG00000144843
ANXA10 ENSG00000109511.6 0.014384 0.025284 ENSG00000109511
CEP68 ENSG00000011523.9 0.133902 0.053489 ENSG00000011523
UFSP2 ENSG00000109775.6 0.051324 0.038005 ENSG00000109775
KRT8 ENSG00000170421.7 0.046559 0.034705 ENSG00000170421
AUP1 ENSG00000115307.12 0.019666 0.028746 ENSG00000115307
RPS15A ENSG00000134419.11 0.020903 0.034931 ENSG00000134419
N4BP3 ENSG00000145911.5 0.028969 0.029779 ENSG00000145911
STK17A ENSG00000164543.5 0.01588 0.019187 ENSG00000164543
MAP2K1 ENSG00000169032.5 0.053508 0.038148 ENSG00000169032
ANTXR1 ENSG00000169604.15 0.028691 0.033172 ENSG00000169604
KIAA1279 ENSG00000198954.4 0.144235 0.058534 ENSG00000198954
NEK11 ENSG00000114670.9 0.015561 0.022476 ENSG00000114670
PNMAL1 ENSG00000182013.13 0.018503 0.041461 ENSG00000182013
GOLGB1 ENSG00000173230.11 0.044623 0.034088 ENSG00000173230
GALNT6 ENSG00000139629.11 0.012401 0.027968 ENSG00000139629
FAM178B ENSG00000168754.9 0.052569 0.033022 ENSG00000168754
RNF151 ENSG00000179580.5 0.030829 0.031127 ENSG00000179580
ZNF850 ENSG00000267041.1 0.019805 0.028784 ENSG00000267041
DUSP19 ENSG00000162999.8 0.148622 0.050442 ENSG00000162999
DISP1 ENSG00000154309.7 0.085804 0.044273 ENSG00000154309
SC5D ENSG00000109929.5 0.037781 0.03123 ENSG00000109929
PTPLAD1 ENSG00000074696.8 0.033133 0.029947 ENSG00000074696
AGPAT4 ENSG00000026652.9 0.013459 0.022511 ENSG00000026652
LMAN1 ENSG00000074695.5 0.027929 0.048901 ENSG00000074695
NUDT13 ENSG00000166321.9 0.408602 0.077513 ENSG00000166321
RALB ENSG00000144118.9 0.093839 0.045498 ENSG00000144118
GOLT1B ENSG00000111711.5 0.055164 0.03798 ENSG00000111711
CPSF3L ENSG00000127054.14 0.086821 0.04288 ENSG00000127054
BAG4 ENSG00000156735.6 0.028453 0.032398 ENSG00000156735
CKMT1B ENSG00000237289.5 0.166435 0.077132 ENSG00000237289
RBM26 ENSG00000139746.11 0.132524 0.046585 ENSG00000139746
ATOX1 ENSG00000177556.7 0.109618 0.048214 ENSG00000177556
TOR1B ENSG00000136816.11 0.021124 0.027625 ENSG00000136816
MAB21L3 ENSG00000173212.4 0.011796 0.029169 ENSG00000173212
KCNJ11 ENSG00000187486.5 0.111215 0.045638 ENSG00000187486
SLC41A3 ENSG00000114544.11 0.094701 0.049757 ENSG00000114544
INTS10 ENSG00000104613.7 0.060195 0.042832 ENSG00000104613
RBM38 ENSG00000132819.12 0.044773 0.038405 ENSG00000132819
WDR55 ENSG00000120314.14 0.025521 0.025599 ENSG00000120314
ZNF480 ENSG00000198464.9 0.027095 0.036471 ENSG00000198464
NFIX ENSG00000008441.12 0.0265 0.035933 ENSG00000008441
KIFAP3 ENSG00000075945.8 0.048159 0.032386 ENSG00000075945
C1orf228 ENSG00000198520.6 0.147867 0.06366 ENSG00000198520
RPGRIP1 ENSG00000092200.8 0.094539 0.054632 ENSG00000092200
EPHB3 ENSG00000182580.2 0.02366 0.023037 ENSG00000182580
LCN12 ENSG00000184925.7 0.057509 0.035108 ENSG00000184925
PREPL ENSG00000138078.11 0.047208 0.042143 ENSG00000138078
LZTR1 ENSG00000099949.14 0.038438 0.032526 ENSG00000099949
ETV3 ENSG00000117036.7 0.025688 0.022023 ENSG00000117036
KIAA1875 ENSG00000179698.9 0.406353 0.063192 ENSG00000179698
USP13 ENSG00000058056.4 0.024111 0.025857 ENSG00000058056
ENO3 ENSG00000108515.13 0.030563 0.035686 ENSG00000108515
FUT1 ENSG00000174951.6 0.054352 0.039455 ENSG00000174951
LIX1 ENSG00000145721.7 0.025876 0.029948 ENSG00000145721
FADS3 ENSG00000221968.4 0.031502 0.033427 ENSG00000221968
ACP6 ENSG00000162836.6 0.015581 0.025976 ENSG00000162836
KIAA0232 ENSG00000170871.7 0.011692 0.037234 ENSG00000170871
RPS15 ENSG00000115268.5 0.037166 0.039634 ENSG00000115268
NMNAT1 ENSG00000173614.9 0.018732 0.028683 ENSG00000173614
STK32B ENSG00000152953.8 0.014182 0.035454 ENSG00000152953
NR1I2 ENSG00000144852.12 0.078822 0.040741 ENSG00000144852
PDLIM4 ENSG00000131435.8 0.081559 0.039496 ENSG00000131435
ODAM ENSG00000109205.12 0.010562 0.023158 ENSG00000109205
IMMP1L ENSG00000148950.5 0.016213 0.023061 ENSG00000148950
RCAN1 ENSG00000159200.12 0.051807 0.042155 ENSG00000159200
C5orf56 ENSG00000197536.6 0.011024 0.018228 ENSG00000197536
GCHFR ENSG00000137880.4 0.028372 0.030292 ENSG00000137880
SEPT7 ENSG00000122545.13 0.061099 0.040933 ENSG00000122545
RNMTL1 ENSG00000171861.6 0.121442 0.056207 ENSG00000171861
KDM5D ENSG00000012817.11 0.092599 0.053803 ENSG00000012817
ENOSF1 ENSG00000132199.13 0.013199 0.027713 ENSG00000132199
HIGD1A ENSG00000181061.9 0.196661 0.059014 ENSG00000181061
C8orf58 ENSG00000241852.5 0.038535 0.03165 ENSG00000241852
SLC25A30 ENSG00000174032.12 0.205207 0.058601 ENSG00000174032
PARD6A ENSG00000102981.5 0.03781 0.028241 ENSG00000102981
BRMS1L ENSG00000100916.9 0.040868 0.030867 ENSG00000100916
GPR162 ENSG00000250510.3 0.081008 0.046928 ENSG00000250510
MAD2L1 ENSG00000164109.8 0.032212 0.031803 ENSG00000164109
CCL24 ENSG00000106178.2 0.231433 0.061322 ENSG00000106178
KANK1 ENSG00000107104.14 0.044653 0.037756 ENSG00000107104
RUNX1T1 ENSG00000079102.12 0.030305 0.036418 ENSG00000079102
KMO ENSG00000117009.7 0.08544 0.052836 ENSG00000117009
ABCA5 ENSG00000154265.11 0.113003 0.044336 ENSG00000154265
SAMD8 ENSG00000156671.7 0.073538 0.048569 ENSG00000156671
UBE3D ENSG00000118420.12 0.11231 0.050868 ENSG00000118420
PLA2G2D ENSG00000117215.10 0.050199 0.038523 ENSG00000117215
RNF34 ENSG00000170633.12 0.011822 0.025833 ENSG00000170633
MPV17L ENSG00000156968.7 0.02901 0.031894 ENSG00000156968
VPS4A ENSG00000132612.13 0.029058 0.025858 ENSG00000132612
KIF18A ENSG00000121621.6 0.010236 0.019481 ENSG00000121621
KLRB1 ENSG00000111796.3 0.010905 0.024925 ENSG00000111796
CCDC134 ENSG00000100147.9 0.196052 0.059097 ENSG00000100147
PDIK1L ENSG00000175087.5 0.042245 0.038048 ENSG00000175087
PPP5C ENSG00000011485.10 0.044435 0.032973 ENSG00000011485
CCNL1 ENSG00000163660.7 0.017428 0.031077 ENSG00000163660
DLC1 ENSG00000164741.10 0.036918 0.031068 ENSG00000164741
NAPRT1 ENSG00000147813.11 0.838634 0.025876 ENSG00000147813
PDYN ENSG00000101327.4 0.021164 0.036337 ENSG00000101327
SLC16A6 ENSG00000108932.7 0.032421 0.029519 ENSG00000108932
CYP2A6 ENSG00000255974.2 0.041839 0.045322 ENSG00000255974
PLEKHO2 ENSG00000241839.5 0.189308 0.059466 ENSG00000241839
PSMG3 ENSG00000157778.4 0.033649 0.034583 ENSG00000157778
NT5C2 ENSG00000076685.14 0.016507 0.023616 ENSG00000076685
IER3IP1 ENSG00000267228.2 0.020355 0.023857 ENSG00000267228
C16orf93 ENSG00000196118.7 0.06879 0.034985 ENSG00000196118
CDC42 ENSG00000070831.11 0.036654 0.041673 ENSG00000070831
SLC9B1 ENSG00000164037.12 0.035876 0.034536 ENSG00000164037
TLE1 ENSG00000196781.9 0.026888 0.026537 ENSG00000196781
DUOX2 ENSG00000140279.8 0.091662 0.047615 ENSG00000140279
ZFYVE19 ENSG00000166140.13 0.27558 0.066654 ENSG00000166140
MEX3A ENSG00000254726.2 0.031884 0.044868 ENSG00000254726
CCDC6 ENSG00000108091.10 0.01875 0.030397 ENSG00000108091
NSMF ENSG00000165802.15 0.027947 0.027846 ENSG00000165802
CLDN18 ENSG00000066405.8 0.025761 0.022928 ENSG00000066405
TPBG ENSG00000146242.5 0.162398 0.053134 ENSG00000146242
PCBP2 ENSG00000197111.11 0.033782 0.036147 ENSG00000197111
TMEM62 ENSG00000137842.2 0.022924 0.024477 ENSG00000137842
TRIM17 ENSG00000162931.7 0.024173 0.02652 ENSG00000162931
SAE1 ENSG00000142230.7 0.027169 0.034784 ENSG00000142230
CTSE ENSG00000196188.6 0.034391 0.033371 ENSG00000196188
TOR3A ENSG00000186283.9 0.241575 0.062178 ENSG00000186283
ATL3 ENSG00000184743.8 0.05967 0.034645 ENSG00000184743
SRP54 ENSG00000100883.7 0.010235 0.025299 ENSG00000100883
ZDHHC7 ENSG00000153786.8 0.341257 0.068899 ENSG00000153786
AC187652.1 ENSG00000269396.1 0.028397 0.034119 ENSG00000269396
FAM107A ENSG00000168309.12 0.113929 0.051125 ENSG00000168309
CCDC85A ENSG00000055813.5 0.011703 0.020847 ENSG00000055813
SPSB2 ENSG00000111671.5 0.101303 0.045358 ENSG00000111671
KLK10 ENSG00000129451.7 0.093423 0.060106 ENSG00000129451
CCDC8 ENSG00000169515.5 0.029477 0.043546 ENSG00000169515
HIPK1 ENSG00000163349.17 0.014662 0.024415 ENSG00000163349
KIN ENSG00000151657.6 0.213414 0.058329 ENSG00000151657
HAO2 ENSG00000116882.10 0.021952 0.022885 ENSG00000116882
ARL16 ENSG00000214087.4 0.040136 0.038125 ENSG00000214087
VDAC2 ENSG00000165637.9 0.142392 0.048791 ENSG00000165637
ABT1 ENSG00000146109.3 0.03232 0.034076 ENSG00000146109
SLC35F4 ENSG00000151812.10 0.017599 0.020612 ENSG00000151812
GOLM1 ENSG00000135052.12 0.010308 0.02452 ENSG00000135052
ARID2 ENSG00000189079.11 0.042473 0.031234 ENSG00000189079
REEP2 ENSG00000132563.11 0.108887 0.045313 ENSG00000132563
MAP7 ENSG00000135525.14 0.15199 0.05119 ENSG00000135525
RCAN3 ENSG00000117602.7 0.020201 0.035462 ENSG00000117602
TMEM126A ENSG00000171202.2 0.014279 0.028281 ENSG00000171202
PLB1 ENSG00000163803.8 0.042263 0.030091 ENSG00000163803
MAP6D1 ENSG00000180834.3 0.042373 0.030827 ENSG00000180834
PLAC9 ENSG00000189129.9 0.222935 0.062519 ENSG00000189129
SPG20OS ENSG00000120664.6 0.213814 0.060367 ENSG00000120664
NUGGC ENSG00000189233.7 0.025162 0.025571 ENSG00000189233
GNB4 ENSG00000114450.5 0.012479 0.021255 ENSG00000114450
NHP2L1 ENSG00000100138.9 0.129083 0.053797 ENSG00000100138
DPP10 ENSG00000175497.12 0.127641 0.051411 ENSG00000175497
SLC18A3 ENSG00000187714.5 0.023214 0.028375 ENSG00000187714
AC010547.9 ENSG00000261611.3 0.248918 0.062585 ENSG00000261611
NHLH2 ENSG00000177551.5 0.012083 0.03336 ENSG00000177551
COL10A1 ENSG00000123500.5 0.055931 0.040429 ENSG00000123500
CLIC6 ENSG00000159212.8 0.055066 0.039348 ENSG00000159212
ANTXR2 ENSG00000163297.12 0.05847 0.041499 ENSG00000163297
OVOL1 ENSG00000172818.5 0.042787 0.036849 ENSG00000172818
PSME3 ENSG00000131467.6 0.029467 0.027434 ENSG00000131467
METTL21D ENSG00000100483.9 0.249672 0.061062 ENSG00000100483
MED24 ENSG00000008838.13 0.465609 0.060213 ENSG00000008838
SLA ENSG00000155926.9 0.040089 0.034683 ENSG00000155926
HIGD1C ENSG00000214511.3 0.01008 0.024209 ENSG00000214511
PDLIM5 ENSG00000163110.10 0.088848 0.043919 ENSG00000163110
DLK2 ENSG00000171462.10 0.046998 0.043015 ENSG00000171462
G3BP2 ENSG00000138757.10 0.206522 0.055849 ENSG00000138757
KIF9 ENSG00000088727.8 0.036961 0.028907 ENSG00000088727
SMYD3 ENSG00000185420.14 0.06848 0.041084 ENSG00000185420
WDSUB1 ENSG00000196151.6 0.4791 0.061298 ENSG00000196151
PKD2L2 ENSG00000078795.12 0.013922 0.024836 ENSG00000078795
SPATC1 ENSG00000186583.7 0.086106 0.041947 ENSG00000186583
NME5 ENSG00000112981.3 0.126089 0.062926 ENSG00000112981
DKFZP761J1410 ENSG00000105520.6 0.174562 0.064598 ENSG00000105520
SMARCAL1 ENSG00000138375.8 0.032027 0.034715 ENSG00000138375
SLC44A5 ENSG00000137968.12 0.604069 0.051028 ENSG00000137968
SYCE3 ENSG00000217442.3 0.582125 0.063184 ENSG00000217442
NIN ENSG00000100503.19 0.054285 0.03782 ENSG00000100503
SFMBT1 ENSG00000163935.9 0.149804 0.049875 ENSG00000163935
ZNF621 ENSG00000172888.7 0.037972 0.030378 ENSG00000172888
CTNNA3 ENSG00000183230.11 0.08725 0.046094 ENSG00000183230
ITGB4 ENSG00000132470.9 0.011205 0.024429 ENSG00000132470
NTSR2 ENSG00000169006.6 0.021705 0.02986 ENSG00000169006
RABGAP1 ENSG00000011454.12 0.028637 0.034956 ENSG00000011454
LRRC4B ENSG00000131409.8 0.120793 0.057484 ENSG00000131409
SYT14 ENSG00000143469.12 0.064356 0.037603 ENSG00000143469
POLR2M ENSG00000255529.3 0.363732 0.073472 ENSG00000255529
DPH2 ENSG00000132768.9 0.020958 0.030951 ENSG00000132768
SNX2 ENSG00000205302.2 0.056482 0.041155 ENSG00000205302
NYNRIN ENSG00000205978.5 0.012087 0.019965 ENSG00000205978
B4GALNT1 ENSG00000135454.9 0.044365 0.036469 ENSG00000135454
MT1A ENSG00000205362.6 0.033718 0.038108 ENSG00000205362
N4BP2 ENSG00000078177.9 0.285933 0.067579 ENSG00000078177
HMGN3 ENSG00000118418.10 0.034448 0.031425 ENSG00000118418
ATP6V1B1 ENSG00000116039.7 0.024489 0.034457 ENSG00000116039
AL590452.1 ENSG00000268172.1 0.039169 0.035817 ENSG00000268172
IL7R ENSG00000168685.10 0.013688 0.029534 ENSG00000168685
YKT6 ENSG00000106636.3 0.024419 0.030066 ENSG00000106636
SLC30A9 ENSG00000014824.8 0.048792 0.037042 ENSG00000014824
TMEM135 ENSG00000166575.12 0.011234 0.025846 ENSG00000166575
PTBP2 ENSG00000117569.13 0.070371 0.040045 ENSG00000117569
LYPD6 ENSG00000187123.10 0.147485 0.059106 ENSG00000187123
ACTB ENSG00000075624.9 0.014263 0.028034 ENSG00000075624
ZMYND11 ENSG00000015171.14 0.015411 0.021441 ENSG00000015171
KCTD16 ENSG00000183775.5 0.158634 0.056333 ENSG00000183775
PTPRG ENSG00000144724.14 0.012641 0.034886 ENSG00000144724
KCNN4 ENSG00000104783.7 0.016176 0.023895 ENSG00000104783
ZFP82 ENSG00000181007.7 0.033992 0.041742 ENSG00000181007
LDLRAD3 ENSG00000179241.8 0.050997 0.043744 ENSG00000179241
DIP2B ENSG00000066084.8 0.0434 0.029367 ENSG00000066084
GABRB1 ENSG00000163288.9 0.030235 0.030928 ENSG00000163288
UBR1 ENSG00000159459.7 0.023409 0.022025 ENSG00000159459
LRRC39 ENSG00000122477.8 0.154288 0.049689 ENSG00000122477
RPP40 ENSG00000124787.9 0.024413 0.028024 ENSG00000124787
KIAA1211 ENSG00000109265.8 0.132581 0.051453 ENSG00000109265
AC109829.1 ENSG00000233438.1 0.046461 0.036564 ENSG00000233438
RHOBTB2 ENSG00000008853.12 0.036788 0.035902 ENSG00000008853
UVSSA ENSG00000163945.11 0.064906 0.039361 ENSG00000163945
ZNF784 ENSG00000179922.5 0.020923 0.037951 ENSG00000179922
SYT10 ENSG00000110975.4 0.084279 0.042747 ENSG00000110975
TMEM184B ENSG00000198792.7 0.12378 0.05125 ENSG00000198792
SCNN1A ENSG00000111319.8 0.018292 0.031772 ENSG00000111319
CD300LG ENSG00000161649.8 0.058708 0.038592 ENSG00000161649
NELFCD ENSG00000101158.8 0.013468 0.024548 ENSG00000101158
AC069547.1 ENSG00000269165.1 0.03216 0.028408 ENSG00000269165
RAB2B ENSG00000129472.8 0.163858 0.062451 ENSG00000129472
BEND4 ENSG00000188848.11 0.097891 0.047876 ENSG00000188848
FAM114A1 ENSG00000197712.7 0.202646 0.057126 ENSG00000197712
JAK2 ENSG00000096968.8 0.048685 0.040522 ENSG00000096968
TMEM30A ENSG00000112697.11 0.069723 0.040235 ENSG00000112697
CLTB ENSG00000175416.8 0.057682 0.041561 ENSG00000175416
SMPD1 ENSG00000166311.5 0.050505 0.045091 ENSG00000166311
PSMA4 ENSG00000041357.11 0.089329 0.039284 ENSG00000041357
SBNO1 ENSG00000139697.7 0.026909 0.025526 ENSG00000139697
RAB34 ENSG00000109113.13 0.05163 0.03714 ENSG00000109113
HOXA11 ENSG00000005073.5 0.036035 0.03943 ENSG00000005073
MAP4 ENSG00000047849.17 0.01786 0.019687 ENSG00000047849
RGS16 ENSG00000143333.6 0.081423 0.037259 ENSG00000143333
CDH15 ENSG00000129910.3 0.227313 0.061465 ENSG00000129910
MARCO ENSG00000019169.9 0.192671 0.057648 ENSG00000019169
CABLES2 ENSG00000149679.7 0.021586 0.024747 ENSG00000149679
CASP8 ENSG00000064012.17 0.120652 0.050857 ENSG00000064012
TAOK2 ENSG00000149930.13 0.070111 0.048619 ENSG00000149930
TNPO1 ENSG00000083312.13 0.014422 0.027061 ENSG00000083312
XRCC2 ENSG00000196584.2 0.558356 0.055578 ENSG00000196584
C2orf76 ENSG00000186132.10 0.253684 0.061929 ENSG00000186132
ABCD3 ENSG00000117528.7 0.128912 0.052278 ENSG00000117528
POLD4 ENSG00000175482.4 0.04043 0.030684 ENSG00000175482
INO80B ENSG00000115274.10 0.085774 0.045674 ENSG00000115274
CCL11 ENSG00000172156.3 0.014014 0.022058 ENSG00000172156
DDB2 ENSG00000134574.7 0.012937 0.01773 ENSG00000134574
C17orf105 ENSG00000231256.3 0.017031 0.028463 ENSG00000231256
SCARF2 ENSG00000244486.3 0.016109 0.019953 ENSG00000244486
GLRX5 ENSG00000182512.4 0.010404 0.019799 ENSG00000182512
COG2 ENSG00000135775.8 0.139399 0.060827 ENSG00000135775
CXCL2 ENSG00000081041.8 0.021734 0.031188 ENSG00000081041
IMPG1 ENSG00000112706.7 0.145078 0.056674 ENSG00000112706
BLOC1S6 ENSG00000104164.6 0.084223 0.045072 ENSG00000104164
RNPC3 ENSG00000185946.11 0.133163 0.061754 ENSG00000185946
LAMB1 ENSG00000091136.9 0.111823 0.052091 ENSG00000091136
DCP2 ENSG00000172795.11 0.250923 0.063213 ENSG00000172795
ZNF485 ENSG00000198298.8 0.107625 0.045277 ENSG00000198298
CERS3 ENSG00000154227.9 0.068478 0.037292 ENSG00000154227
SDS ENSG00000135094.6 0.028725 0.030305 ENSG00000135094
HLA-A ENSG00000206503.7 0.022234 0.026873 ENSG00000206503
ASNA1 ENSG00000198356.7 0.032887 0.037972 ENSG00000198356
C12orf5 ENSG00000078237.4 0.026456 0.036381 ENSG00000078237
ALKBH7 ENSG00000125652.3 0.058955 0.039306 ENSG00000125652
HMGCLL1 ENSG00000146151.8 0.049294 0.038713 ENSG00000146151
SMPDL3B ENSG00000130768.10 0.049661 0.040902 ENSG00000130768
RORA ENSG00000069667.11 0.033088 0.038298 ENSG00000069667
MESDC2 ENSG00000117899.6 0.029973 0.029502 ENSG00000117899
STAT3 ENSG00000168610.10 0.040281 0.030767 ENSG00000168610
PCDHB4 ENSG00000081818.1 0.086043 0.046317 ENSG00000081818
HIST1H2AI ENSG00000196747.3 0.026477 0.025919 ENSG00000196747
PRSS57 ENSG00000185198.7 0.013789 0.02429 ENSG00000185198
PCDH20 ENSG00000197991.10 0.068486 0.03791 ENSG00000197991
SPTBN5 ENSG00000137877.8 0.647448 0.051107 ENSG00000137877
TOX ENSG00000198846.5 0.017809 0.029166 ENSG00000198846
TPM1 ENSG00000140416.15 0.156433 0.050211 ENSG00000140416
EIF3J ENSG00000104131.8 0.067241 0.037117 ENSG00000104131
PEX3 ENSG00000034693.10 0.028001 0.033141 ENSG00000034693
LSS ENSG00000160285.10 0.083144 0.04523 ENSG00000160285
ANGPTL3 ENSG00000132855.4 0.033806 0.031459 ENSG00000132855
INPP5A ENSG00000068383.14 0.017691 0.026841 ENSG00000068383
OXNAD1 ENSG00000154814.9 0.015392 0.026966 ENSG00000154814
RB1 ENSG00000139687.9 0.087685 0.043687 ENSG00000139687
SLIT3 ENSG00000184347.10 0.010337 0.030578 ENSG00000184347
EME1 ENSG00000154920.10 0.019062 0.028271 ENSG00000154920
AAAS ENSG00000094914.8 0.26577 0.06138 ENSG00000094914
C5orf22 ENSG00000082213.13 0.010815 0.025718 ENSG00000082213
YARS ENSG00000134684.6 0.121475 0.05567 ENSG00000134684
SLC39A2 ENSG00000165794.5 0.059018 0.038009 ENSG00000165794
SNRNP40 ENSG00000060688.8 0.015291 0.022978 ENSG00000060688
SNX3 ENSG00000112335.10 0.035481 0.034618 ENSG00000112335
DLL1 ENSG00000198719.7 0.031468 0.031382 ENSG00000198719
FAM65B ENSG00000111913.11 0.056358 0.042215 ENSG00000111913
ODF1 ENSG00000155087.3 0.033715 0.038069 ENSG00000155087
LAPTM4B ENSG00000104341.12 0.032224 0.030478 ENSG00000104341
GAS2 ENSG00000148935.6 0.282739 0.063343 ENSG00000148935
TNFAIP8 ENSG00000145779.7 0.06241 0.04048 ENSG00000145779
HLA-DRB5 ENSG00000198502.5 0.010038 0.021074 ENSG00000198502
PLCXD2 ENSG00000240891.2 0.042033 0.0286 ENSG00000240891
C1orf100 ENSG00000173728.6 0.064753 0.046528 ENSG00000173728
FAM115C ENSG00000170379.15 0.027129 0.03625 ENSG00000170379
POU5F1 ENSG00000204531.11 0.023178 0.02608 ENSG00000204531
MSC ENSG00000178860.8 0.085398 0.044646 ENSG00000178860
RNFT2 ENSG00000135119.10 0.025114 0.022932 ENSG00000135119
UPF2 ENSG00000151461.15 0.081669 0.051329 ENSG00000151461
TMEM132A ENSG00000006118.10 0.062886 0.038969 ENSG00000006118
ADAMTS5 ENSG00000154736.5 0.066145 0.04479 ENSG00000154736
RIMS3 ENSG00000117016.5 0.011164 0.026825 ENSG00000117016
CEBPD ENSG00000221869.4 0.024439 0.022386 ENSG00000221869
ZGLP1 ENSG00000220201.3 0.01456 0.024551 ENSG00000220201
RNF187 ENSG00000168159.8 0.076862 0.049941 ENSG00000168159
NPIPB15 ENSG00000196436.7 0.078646 0.036675 ENSG00000196436
PDZD4 ENSG00000067840.7 0.032515 0.030522 ENSG00000067840
PARG ENSG00000227345.4 0.094386 0.040121 ENSG00000227345
CNN3 ENSG00000117519.11 0.026643 0.028766 ENSG00000117519
ADAP1 ENSG00000105963.9 0.052104 0.041287 ENSG00000105963
COMMD2 ENSG00000114744.4 0.028674 0.028529 ENSG00000114744
SDC3 ENSG00000162512.11 0.015854 0.032281 ENSG00000162512
RPS5 ENSG00000083845.4 0.109348 0.045523 ENSG00000083845
TTC39B ENSG00000155158.15 0.042064 0.040271 ENSG00000155158
KCTD4 ENSG00000180332.5 0.072923 0.04024 ENSG00000180332
AGFG1 ENSG00000173744.12 0.010415 0.018657 ENSG00000173744
DSP ENSG00000096696.9 0.022765 0.035108 ENSG00000096696
MYBPHL ENSG00000221986.2 0.037837 0.036971 ENSG00000221986
TUBE1 ENSG00000074935.9 0.02707 0.034889 ENSG00000074935
GPR126 ENSG00000112414.10 0.026002 0.029325 ENSG00000112414
TSG101 ENSG00000074319.8 0.031727 0.033978 ENSG00000074319
CRISP3 ENSG00000096006.7 0.010939 0.017245 ENSG00000096006
GANAB ENSG00000089597.12 0.072044 0.045047 ENSG00000089597
RPS21 ENSG00000171858.13 0.030378 0.035391 ENSG00000171858
DLST ENSG00000119689.10 0.047117 0.032717 ENSG00000119689
WIPI2 ENSG00000157954.10 0.021762 0.030295 ENSG00000157954
ANKRD32 ENSG00000133302.8 0.109177 0.045308 ENSG00000133302
CYP2W1 ENSG00000073067.9 0.132817 0.053072 ENSG00000073067
NSUN7 ENSG00000179299.12 0.289757 0.059313 ENSG00000179299
SLITRK6 ENSG00000184564.8 0.064115 0.039228 ENSG00000184564
C12orf39 ENSG00000134548.5 0.066529 0.038339 ENSG00000134548
MEMO1 ENSG00000162959.8 0.018895 0.025682 ENSG00000162959
PDX1 ENSG00000139515.5 0.02468 0.032099 ENSG00000139515
SH3GL1 ENSG00000141985.5 0.04478 0.043153 ENSG00000141985
TFAM ENSG00000108064.6 0.302037 0.065902 ENSG00000108064
BUB3 ENSG00000154473.13 0.022031 0.033593 ENSG00000154473
NCKIPSD ENSG00000213672.3 0.22344 0.073758 ENSG00000213672
EFCC1 ENSG00000114654.6 0.028589 0.027224 ENSG00000114654
DAXX ENSG00000204209.6 0.014314 0.02249 ENSG00000204209
WFIKKN1 ENSG00000127578.6 0.036536 0.03653 ENSG00000127578
BTG1 ENSG00000133639.3 0.024866 0.027151 ENSG00000133639
TEX35 ENSG00000240021.5 0.108783 0.043671 ENSG00000240021
SNAP29 ENSG00000099940.6 0.037819 0.02892 ENSG00000099940
ANK2 ENSG00000145362.12 0.013544 0.026632 ENSG00000145362
ACKR2 ENSG00000144648.9 0.087671 0.046627 ENSG00000144648
TRAPPC9 ENSG00000167632.10 0.085293 0.054806 ENSG00000167632
LY6E ENSG00000160932.6 0.012509 0.022968 ENSG00000160932
AKAP2 ENSG00000241978.5 0.012452 0.022854 ENSG00000241978
SIX3 ENSG00000138083.3 0.031832 0.035409 ENSG00000138083
PABPC1L ENSG00000101104.8 0.050205 0.034444 ENSG00000101104
CANX ENSG00000127022.10 0.082437 0.047915 ENSG00000127022
AC073346.2 ENSG00000214194.4 0.113257 0.0453 ENSG00000214194
ITIH3 ENSG00000162267.8 0.062041 0.037213 ENSG00000162267
TCHP ENSG00000139437.13 0.030255 0.025687 ENSG00000139437
NBPF3 ENSG00000142794.14 0.021819 0.021488 ENSG00000142794
RAMP3 ENSG00000122679.4 0.013757 0.02699 ENSG00000122679
VPS54 ENSG00000143952.14 0.013644 0.033456 ENSG00000143952
GLYATL1 ENSG00000166840.9 0.074368 0.04173 ENSG00000166840
CARM1 ENSG00000142453.7 0.043271 0.040077 ENSG00000142453
AP5M1 ENSG00000053770.7 0.049753 0.03384 ENSG00000053770
PCDHGA9 ENSG00000261934.1 0.057925 0.041353 ENSG00000261934
TANK ENSG00000136560.9 0.031378 0.027664 ENSG00000136560
TRERF1 ENSG00000124496.8 0.057466 0.037553 ENSG00000124496
BBS12 ENSG00000181004.5 0.019077 0.023981 ENSG00000181004
PTRHD1 ENSG00000184924.4 0.016476 0.023512 ENSG00000184924
AP1AR ENSG00000138660.7 0.114793 0.04359 ENSG00000138660
CCDC173 ENSG00000154479.8 0.28666 0.063186 ENSG00000154479
CYP3A7 ENSG00000160870.8 0.01866 0.02769 ENSG00000160870
PDZD7 ENSG00000186862.12 0.018472 0.022644 ENSG00000186862
CAD ENSG00000084774.9 0.074374 0.044296 ENSG00000084774
CR1 ENSG00000203710.6 0.037368 0.039032 ENSG00000203710
TXNL4A ENSG00000141759.10 0.020917 0.033807 ENSG00000141759
MED1 ENSG00000125686.7 0.023385 0.030343 ENSG00000125686
ELOVL7 ENSG00000164181.9 0.042839 0.036262 ENSG00000164181
ANKK1 ENSG00000170209.4 0.012246 0.021923 ENSG00000170209
SPATA6L ENSG00000106686.12 0.406389 0.066968 ENSG00000106686
