AssociatedGeneName EnsemblGeneID h2.CrossTissue se.CrossTissue ensid
CTD-3105H18.18 ENSG00000269755.1 0.139113 0.050891 ENSG00000269755
EMP3 ENSG00000142227.6 0.057644 0.040839 ENSG00000142227
PTER ENSG00000165983.10 0.260278 0.067685 ENSG00000165983
DTWD1 ENSG00000104047.10 0.0608 0.035811 ENSG00000104047
SLC36A1 ENSG00000123643.7 0.646105 0.053552 ENSG00000123643
PIGB ENSG00000069943.5 0.198387 0.056449 ENSG00000069943
EXOC3 ENSG00000180104.11 0.052249 0.033779 ENSG00000180104
GPR115 ENSG00000153294.7 0.151464 0.048038 ENSG00000153294
SAMM50 ENSG00000100347.10 0.381974 0.064648 ENSG00000100347
CDO1 ENSG00000129596.4 0.239249 0.066774 ENSG00000129596
TMEM8B ENSG00000137103.12 0.321555 0.061626 ENSG00000137103
FAM27E3 ENSG00000232833.4 0.171914 0.116596 ENSG00000232833
FAM124A ENSG00000150510.11 0.074888 0.045884 ENSG00000150510
SIRT3 ENSG00000142082.10 0.116727 0.048641 ENSG00000142082
C9orf173 ENSG00000197768.6 0.304109 0.06475 ENSG00000197768
C6orf163 ENSG00000203872.5 0.300328 0.065161 ENSG00000203872
PHLDB2 ENSG00000144824.15 0.112073 0.049239 ENSG00000144824
EIF4H ENSG00000106682.10 0.052726 0.04407 ENSG00000106682
MYH3 ENSG00000109063.9 0.093766 0.056066 ENSG00000109063
MUC2 ENSG00000198788.7 0.051846 0.037481 ENSG00000198788
MMP1 ENSG00000196611.4 0.067084 0.041887 ENSG00000196611
AC090616.2 ENSG00000214708.4 0.053722 0.042036 ENSG00000214708
TMEM161A ENSG00000064545.10 0.235955 0.066633 ENSG00000064545
PPP1R16B ENSG00000101445.5 0.098928 0.050421 ENSG00000101445
UIMC1 ENSG00000087206.12 0.096524 0.042835 ENSG00000087206
NEURL1B ENSG00000214357.4 0.10359 0.05174 ENSG00000214357
POPDC3 ENSG00000132429.5 0.125468 0.050009 ENSG00000132429
HAP1 ENSG00000173805.11 0.09513 0.048315 ENSG00000173805
CPQ ENSG00000104324.11 0.081996 0.039762 ENSG00000104324
SENP8 ENSG00000166192.10 0.05895 0.039467 ENSG00000166192
LTF ENSG00000012223.8 0.13384 0.05337 ENSG00000012223
ORC4 ENSG00000115947.8 0.119884 0.047775 ENSG00000115947
ARF4 ENSG00000168374.6 0.090691 0.044672 ENSG00000168374
P4HTM ENSG00000178467.12 0.083792 0.042939 ENSG00000178467
C10orf88 ENSG00000119965.8 0.202555 0.054165 ENSG00000119965
USP50 ENSG00000170236.10 0.059378 0.0381 ENSG00000170236
CARD18 ENSG00000255501.1 0.078341 0.053181 ENSG00000255501
VAX2 ENSG00000116035.2 0.05649 0.043656 ENSG00000116035
KATNAL1 ENSG00000102781.9 0.08029 0.048677 ENSG00000102781
SPOCK2 ENSG00000107742.8 0.102036 0.046086 ENSG00000107742
PGM2 ENSG00000169299.9 0.326896 0.058932 ENSG00000169299
USP4 ENSG00000114316.8 0.080648 0.041857 ENSG00000114316
ATP5H ENSG00000167863.7 0.113524 0.052463 ENSG00000167863
TRMU ENSG00000100416.8 0.111542 0.050773 ENSG00000100416
NAGS ENSG00000161653.6 0.140072 0.054552 ENSG00000161653
RAET1E ENSG00000164520.7 0.180308 0.059222 ENSG00000164520
STX7 ENSG00000079950.9 0.183995 0.062568 ENSG00000079950
PODXL ENSG00000128567.12 0.051068 0.041958 ENSG00000128567
ZNF471 ENSG00000196263.3 0.225381 0.060356 ENSG00000196263
OMA1 ENSG00000162600.7 0.099267 0.048969 ENSG00000162600
MORF4L1 ENSG00000185787.10 0.068527 0.039053 ENSG00000185787
RSPH10B ENSG00000155026.12 0.070346 0.038689 ENSG00000155026
HFM1 ENSG00000162669.11 0.541093 0.059213 ENSG00000162669
PMP22 ENSG00000109099.9 0.06073 0.038746 ENSG00000109099
LRRK2 ENSG00000188906.9 0.195696 0.053716 ENSG00000188906
CASD1 ENSG00000127995.12 0.150432 0.054018 ENSG00000127995
ZSCAN29 ENSG00000140265.8 0.151215 0.060869 ENSG00000140265
ZNF408 ENSG00000175213.2 0.080173 0.038242 ENSG00000175213
C7orf73 ENSG00000243317.3 0.426239 0.062388 ENSG00000243317
HYKK ENSG00000188266.9 0.062715 0.036838 ENSG00000188266
GALNT13 ENSG00000144278.10 0.093677 0.051782 ENSG00000144278
OGFOD1 ENSG00000087263.12 0.089126 0.049701 ENSG00000087263
ADPRH ENSG00000144843.7 0.082143 0.049886 ENSG00000144843
CEP68 ENSG00000011523.9 0.133902 0.053489 ENSG00000011523
UFSP2 ENSG00000109775.6 0.051324 0.038005 ENSG00000109775
MAP2K1 ENSG00000169032.5 0.053508 0.038148 ENSG00000169032
KIAA1279 ENSG00000198954.4 0.144235 0.058534 ENSG00000198954
FAM178B ENSG00000168754.9 0.052569 0.033022 ENSG00000168754
DUSP19 ENSG00000162999.8 0.148622 0.050442 ENSG00000162999
DISP1 ENSG00000154309.7 0.085804 0.044273 ENSG00000154309
NUDT13 ENSG00000166321.9 0.408602 0.077513 ENSG00000166321
RALB ENSG00000144118.9 0.093839 0.045498 ENSG00000144118
GOLT1B ENSG00000111711.5 0.055164 0.03798 ENSG00000111711
CPSF3L ENSG00000127054.14 0.086821 0.04288 ENSG00000127054
CKMT1B ENSG00000237289.5 0.166435 0.077132 ENSG00000237289
RBM26 ENSG00000139746.11 0.132524 0.046585 ENSG00000139746
ATOX1 ENSG00000177556.7 0.109618 0.048214 ENSG00000177556
KCNJ11 ENSG00000187486.5 0.111215 0.045638 ENSG00000187486
SLC41A3 ENSG00000114544.11 0.094701 0.049757 ENSG00000114544
INTS10 ENSG00000104613.7 0.060195 0.042832 ENSG00000104613
C1orf228 ENSG00000198520.6 0.147867 0.06366 ENSG00000198520
RPGRIP1 ENSG00000092200.8 0.094539 0.054632 ENSG00000092200
LCN12 ENSG00000184925.7 0.057509 0.035108 ENSG00000184925
KIAA1875 ENSG00000179698.9 0.406353 0.063192 ENSG00000179698
FUT1 ENSG00000174951.6 0.054352 0.039455 ENSG00000174951
NR1I2 ENSG00000144852.12 0.078822 0.040741 ENSG00000144852
PDLIM4 ENSG00000131435.8 0.081559 0.039496 ENSG00000131435
RCAN1 ENSG00000159200.12 0.051807 0.042155 ENSG00000159200
SEPT7 ENSG00000122545.13 0.061099 0.040933 ENSG00000122545
RNMTL1 ENSG00000171861.6 0.121442 0.056207 ENSG00000171861
KDM5D ENSG00000012817.11 0.092599 0.053803 ENSG00000012817
HIGD1A ENSG00000181061.9 0.196661 0.059014 ENSG00000181061
SLC25A30 ENSG00000174032.12 0.205207 0.058601 ENSG00000174032
GPR162 ENSG00000250510.3 0.081008 0.046928 ENSG00000250510
CCL24 ENSG00000106178.2 0.231433 0.061322 ENSG00000106178
KMO ENSG00000117009.7 0.08544 0.052836 ENSG00000117009
ABCA5 ENSG00000154265.11 0.113003 0.044336 ENSG00000154265
SAMD8 ENSG00000156671.7 0.073538 0.048569 ENSG00000156671
UBE3D ENSG00000118420.12 0.11231 0.050868 ENSG00000118420
PLA2G2D ENSG00000117215.10 0.050199 0.038523 ENSG00000117215
CCDC134 ENSG00000100147.9 0.196052 0.059097 ENSG00000100147
NAPRT1 ENSG00000147813.11 0.838634 0.025876 ENSG00000147813
PLEKHO2 ENSG00000241839.5 0.189308 0.059466 ENSG00000241839
C16orf93 ENSG00000196118.7 0.06879 0.034985 ENSG00000196118
DUOX2 ENSG00000140279.8 0.091662 0.047615 ENSG00000140279
ZFYVE19 ENSG00000166140.13 0.27558 0.066654 ENSG00000166140
TPBG ENSG00000146242.5 0.162398 0.053134 ENSG00000146242
TOR3A ENSG00000186283.9 0.241575 0.062178 ENSG00000186283
ATL3 ENSG00000184743.8 0.05967 0.034645 ENSG00000184743
ZDHHC7 ENSG00000153786.8 0.341257 0.068899 ENSG00000153786
FAM107A ENSG00000168309.12 0.113929 0.051125 ENSG00000168309
SPSB2 ENSG00000111671.5 0.101303 0.045358 ENSG00000111671
KLK10 ENSG00000129451.7 0.093423 0.060106 ENSG00000129451
KIN ENSG00000151657.6 0.213414 0.058329 ENSG00000151657
VDAC2 ENSG00000165637.9 0.142392 0.048791 ENSG00000165637
REEP2 ENSG00000132563.11 0.108887 0.045313 ENSG00000132563
MAP7 ENSG00000135525.14 0.15199 0.05119 ENSG00000135525
PLAC9 ENSG00000189129.9 0.222935 0.062519 ENSG00000189129
SPG20OS ENSG00000120664.6 0.213814 0.060367 ENSG00000120664
NHP2L1 ENSG00000100138.9 0.129083 0.053797 ENSG00000100138
DPP10 ENSG00000175497.12 0.127641 0.051411 ENSG00000175497
AC010547.9 ENSG00000261611.3 0.248918 0.062585 ENSG00000261611
COL10A1 ENSG00000123500.5 0.055931 0.040429 ENSG00000123500
CLIC6 ENSG00000159212.8 0.055066 0.039348 ENSG00000159212
ANTXR2 ENSG00000163297.12 0.05847 0.041499 ENSG00000163297
METTL21D ENSG00000100483.9 0.249672 0.061062 ENSG00000100483
MED24 ENSG00000008838.13 0.465609 0.060213 ENSG00000008838
PDLIM5 ENSG00000163110.10 0.088848 0.043919 ENSG00000163110
G3BP2 ENSG00000138757.10 0.206522 0.055849 ENSG00000138757
SMYD3 ENSG00000185420.14 0.06848 0.041084 ENSG00000185420
WDSUB1 ENSG00000196151.6 0.4791 0.061298 ENSG00000196151
SPATC1 ENSG00000186583.7 0.086106 0.041947 ENSG00000186583
NME5 ENSG00000112981.3 0.126089 0.062926 ENSG00000112981
DKFZP761J1410 ENSG00000105520.6 0.174562 0.064598 ENSG00000105520
SLC44A5 ENSG00000137968.12 0.604069 0.051028 ENSG00000137968
SYCE3 ENSG00000217442.3 0.582125 0.063184 ENSG00000217442
NIN ENSG00000100503.19 0.054285 0.03782 ENSG00000100503
SFMBT1 ENSG00000163935.9 0.149804 0.049875 ENSG00000163935
CTNNA3 ENSG00000183230.11 0.08725 0.046094 ENSG00000183230
LRRC4B ENSG00000131409.8 0.120793 0.057484 ENSG00000131409
SYT14 ENSG00000143469.12 0.064356 0.037603 ENSG00000143469
POLR2M ENSG00000255529.3 0.363732 0.073472 ENSG00000255529
SNX2 ENSG00000205302.2 0.056482 0.041155 ENSG00000205302
N4BP2 ENSG00000078177.9 0.285933 0.067579 ENSG00000078177
PTBP2 ENSG00000117569.13 0.070371 0.040045 ENSG00000117569
LYPD6 ENSG00000187123.10 0.147485 0.059106 ENSG00000187123
KCTD16 ENSG00000183775.5 0.158634 0.056333 ENSG00000183775
LDLRAD3 ENSG00000179241.8 0.050997 0.043744 ENSG00000179241
LRRC39 ENSG00000122477.8 0.154288 0.049689 ENSG00000122477
KIAA1211 ENSG00000109265.8 0.132581 0.051453 ENSG00000109265
UVSSA ENSG00000163945.11 0.064906 0.039361 ENSG00000163945
SYT10 ENSG00000110975.4 0.084279 0.042747 ENSG00000110975
TMEM184B ENSG00000198792.7 0.12378 0.05125 ENSG00000198792
CD300LG ENSG00000161649.8 0.058708 0.038592 ENSG00000161649
RAB2B ENSG00000129472.8 0.163858 0.062451 ENSG00000129472
BEND4 ENSG00000188848.11 0.097891 0.047876 ENSG00000188848
FAM114A1 ENSG00000197712.7 0.202646 0.057126 ENSG00000197712
TMEM30A ENSG00000112697.11 0.069723 0.040235 ENSG00000112697
CLTB ENSG00000175416.8 0.057682 0.041561 ENSG00000175416
SMPD1 ENSG00000166311.5 0.050505 0.045091 ENSG00000166311
PSMA4 ENSG00000041357.11 0.089329 0.039284 ENSG00000041357
RAB34 ENSG00000109113.13 0.05163 0.03714 ENSG00000109113
RGS16 ENSG00000143333.6 0.081423 0.037259 ENSG00000143333
CDH15 ENSG00000129910.3 0.227313 0.061465 ENSG00000129910
MARCO ENSG00000019169.9 0.192671 0.057648 ENSG00000019169
CASP8 ENSG00000064012.17 0.120652 0.050857 ENSG00000064012
TAOK2 ENSG00000149930.13 0.070111 0.048619 ENSG00000149930
XRCC2 ENSG00000196584.2 0.558356 0.055578 ENSG00000196584
C2orf76 ENSG00000186132.10 0.253684 0.061929 ENSG00000186132
ABCD3 ENSG00000117528.7 0.128912 0.052278 ENSG00000117528
INO80B ENSG00000115274.10 0.085774 0.045674 ENSG00000115274
COG2 ENSG00000135775.8 0.139399 0.060827 ENSG00000135775
IMPG1 ENSG00000112706.7 0.145078 0.056674 ENSG00000112706
BLOC1S6 ENSG00000104164.6 0.084223 0.045072 ENSG00000104164
RNPC3 ENSG00000185946.11 0.133163 0.061754 ENSG00000185946
LAMB1 ENSG00000091136.9 0.111823 0.052091 ENSG00000091136
DCP2 ENSG00000172795.11 0.250923 0.063213 ENSG00000172795
ZNF485 ENSG00000198298.8 0.107625 0.045277 ENSG00000198298
CERS3 ENSG00000154227.9 0.068478 0.037292 ENSG00000154227
ALKBH7 ENSG00000125652.3 0.058955 0.039306 ENSG00000125652
PCDHB4 ENSG00000081818.1 0.086043 0.046317 ENSG00000081818
PCDH20 ENSG00000197991.10 0.068486 0.03791 ENSG00000197991
SPTBN5 ENSG00000137877.8 0.647448 0.051107 ENSG00000137877
TPM1 ENSG00000140416.15 0.156433 0.050211 ENSG00000140416
EIF3J ENSG00000104131.8 0.067241 0.037117 ENSG00000104131
LSS ENSG00000160285.10 0.083144 0.04523 ENSG00000160285
RB1 ENSG00000139687.9 0.087685 0.043687 ENSG00000139687
AAAS ENSG00000094914.8 0.26577 0.06138 ENSG00000094914
YARS ENSG00000134684.6 0.121475 0.05567 ENSG00000134684
SLC39A2 ENSG00000165794.5 0.059018 0.038009 ENSG00000165794
FAM65B ENSG00000111913.11 0.056358 0.042215 ENSG00000111913
GAS2 ENSG00000148935.6 0.282739 0.063343 ENSG00000148935
TNFAIP8 ENSG00000145779.7 0.06241 0.04048 ENSG00000145779
C1orf100 ENSG00000173728.6 0.064753 0.046528 ENSG00000173728
MSC ENSG00000178860.8 0.085398 0.044646 ENSG00000178860
UPF2 ENSG00000151461.15 0.081669 0.051329 ENSG00000151461
TMEM132A ENSG00000006118.10 0.062886 0.038969 ENSG00000006118
ADAMTS5 ENSG00000154736.5 0.066145 0.04479 ENSG00000154736
RNF187 ENSG00000168159.8 0.076862 0.049941 ENSG00000168159
NPIPB15 ENSG00000196436.7 0.078646 0.036675 ENSG00000196436
PARG ENSG00000227345.4 0.094386 0.040121 ENSG00000227345
ADAP1 ENSG00000105963.9 0.052104 0.041287 ENSG00000105963
RPS5 ENSG00000083845.4 0.109348 0.045523 ENSG00000083845
KCTD4 ENSG00000180332.5 0.072923 0.04024 ENSG00000180332
GANAB ENSG00000089597.12 0.072044 0.045047 ENSG00000089597
ANKRD32 ENSG00000133302.8 0.109177 0.045308 ENSG00000133302
CYP2W1 ENSG00000073067.9 0.132817 0.053072 ENSG00000073067
NSUN7 ENSG00000179299.12 0.289757 0.059313 ENSG00000179299
SLITRK6 ENSG00000184564.8 0.064115 0.039228 ENSG00000184564
C12orf39 ENSG00000134548.5 0.066529 0.038339 ENSG00000134548
TFAM ENSG00000108064.6 0.302037 0.065902 ENSG00000108064
NCKIPSD ENSG00000213672.3 0.22344 0.073758 ENSG00000213672
TEX35 ENSG00000240021.5 0.108783 0.043671 ENSG00000240021
ACKR2 ENSG00000144648.9 0.087671 0.046627 ENSG00000144648
TRAPPC9 ENSG00000167632.10 0.085293 0.054806 ENSG00000167632
PABPC1L ENSG00000101104.8 0.050205 0.034444 ENSG00000101104
CANX ENSG00000127022.10 0.082437 0.047915 ENSG00000127022
AC073346.2 ENSG00000214194.4 0.113257 0.0453 ENSG00000214194
ITIH3 ENSG00000162267.8 0.062041 0.037213 ENSG00000162267
GLYATL1 ENSG00000166840.9 0.074368 0.04173 ENSG00000166840
PCDHGA9 ENSG00000261934.1 0.057925 0.041353 ENSG00000261934
TRERF1 ENSG00000124496.8 0.057466 0.037553 ENSG00000124496
AP1AR ENSG00000138660.7 0.114793 0.04359 ENSG00000138660
CCDC173 ENSG00000154479.8 0.28666 0.063186 ENSG00000154479
CAD ENSG00000084774.9 0.074374 0.044296 ENSG00000084774
SPATA6L ENSG00000106686.12 0.406389 0.066968 ENSG00000106686
RGS9 ENSG00000108370.11 0.076605 0.048926 ENSG00000108370
SAP30L ENSG00000164576.7 0.066855 0.042007 ENSG00000164576
DDX55 ENSG00000111364.11 0.372862 0.060064 ENSG00000111364
ZNF615 ENSG00000197619.9 0.367948 0.063942 ENSG00000197619
IGDCC4 ENSG00000103742.7 0.098179 0.04741 ENSG00000103742
C9orf37 ENSG00000203993.3 0.162174 0.058703 ENSG00000203993
HOXD9 ENSG00000128709.10 0.051515 0.037209 ENSG00000128709
HEMK1 ENSG00000114735.5 0.054185 0.03603 ENSG00000114735
EFCAB6 ENSG00000186976.10 0.365968 0.065106 ENSG00000186976
ZNF837 ENSG00000152475.6 0.1657 0.055053 ENSG00000152475
TMEM179B ENSG00000185475.4 0.098856 0.045392 ENSG00000185475
TRAPPC12 ENSG00000171853.11 0.05564 0.036831 ENSG00000171853
TIMM13 ENSG00000099800.3 0.063741 0.049157 ENSG00000099800
STK33 ENSG00000130413.11 0.322237 0.06249 ENSG00000130413
WNT3 ENSG00000108379.5 0.27829 0.063702 ENSG00000108379
FOPNL ENSG00000133393.8 0.06037 0.040614 ENSG00000133393
SLC46A3 ENSG00000139508.10 0.189025 0.054166 ENSG00000139508
LGR5 ENSG00000139292.8 0.067421 0.043813 ENSG00000139292
PACSIN2 ENSG00000100266.12 0.052775 0.035803 ENSG00000100266
FBXO31 ENSG00000103264.11 0.102666 0.048683 ENSG00000103264
PLA2G6 ENSG00000184381.14 0.239469 0.060669 ENSG00000184381
GPR63 ENSG00000112218.7 0.353162 0.060975 ENSG00000112218
RESP18 ENSG00000182698.7 0.053807 0.046447 ENSG00000182698
ARL17A ENSG00000185829.11 0.812801 0.032238 ENSG00000185829
EXT2 ENSG00000151348.9 0.257501 0.065134 ENSG00000151348
PRB2 ENSG00000121335.10 0.073093 0.039541 ENSG00000121335
SIGLEC1 ENSG00000088827.8 0.069575 0.039757 ENSG00000088827
EGF ENSG00000138798.7 0.104487 0.043376 ENSG00000138798
RHOH ENSG00000168421.7 0.079472 0.043972 ENSG00000168421
RP11-419C5.2 ENSG00000226232.3 0.493998 0.065644 ENSG00000226232
SYT13 ENSG00000019505.3 0.10963 0.049727 ENSG00000019505
ZNF813 ENSG00000198346.6 0.138399 0.059136 ENSG00000198346
C4orf33 ENSG00000151470.7 0.320515 0.064873 ENSG00000151470
NRBF2 ENSG00000148572.10 0.158246 0.049648 ENSG00000148572
SLC9A3R1 ENSG00000109062.5 0.067625 0.053006 ENSG00000109062
HPS4 ENSG00000100099.16 0.149843 0.05521 ENSG00000100099
NELL2 ENSG00000184613.6 0.214075 0.05614 ENSG00000184613
MALL ENSG00000144063.3 0.07033 0.038307 ENSG00000144063
CTD-2368P22.1 ENSG00000176593.3 0.470647 0.06494 ENSG00000176593
SAP25 ENSG00000205307.6 0.346308 0.071686 ENSG00000205307
SIGLEC12 ENSG00000254521.2 0.608592 0.051762 ENSG00000254521
PCDHB6 ENSG00000113211.3 0.317447 0.072291 ENSG00000113211
FAM78B ENSG00000188859.5 0.077149 0.043954 ENSG00000188859
CTD-2260A17.2 ENSG00000247121.2 0.122649 0.051775 ENSG00000247121
GEMIN4 ENSG00000179409.6 0.09603 0.049622 ENSG00000179409
ALG5 ENSG00000120697.4 0.05748 0.040819 ENSG00000120697
ALX3 ENSG00000156150.6 0.361653 0.063597 ENSG00000156150
LILRA6 ENSG00000244482.5 0.182305 0.061269 ENSG00000244482
ZNF728 ENSG00000269067.1 0.072347 0.039262 ENSG00000269067
EMID1 ENSG00000186998.11 0.07179 0.043668 ENSG00000186998
URM1 ENSG00000167118.6 0.110472 0.041007 ENSG00000167118
LIPH ENSG00000163898.5 0.076764 0.051562 ENSG00000163898
SCAMP2 ENSG00000140497.12 0.102436 0.048225 ENSG00000140497
CDH11 ENSG00000140937.9 0.114442 0.049698 ENSG00000140937
EDEM3 ENSG00000116406.14 0.182237 0.05086 ENSG00000116406
THOP1 ENSG00000172009.10 0.139933 0.056561 ENSG00000172009
KDM2B ENSG00000089094.12 0.071316 0.038979 ENSG00000089094
MUC12 ENSG00000205277.5 0.054278 0.039512 ENSG00000205277
CCL4L1 ENSG00000205020.7 0.120415 0.048117 ENSG00000205020
PACSIN3 ENSG00000165912.11 0.10113 0.049675 ENSG00000165912
CAB39L ENSG00000102547.14 0.126909 0.053939 ENSG00000102547
RP11-351M8.1 ENSG00000259649.1 0.062355 0.03812 ENSG00000259649
HNRNPC ENSG00000092199.13 0.051819 0.045179 ENSG00000092199
FAM26F ENSG00000188820.8 0.470296 0.065934 ENSG00000188820
MGARP ENSG00000137463.4 0.067324 0.039111 ENSG00000137463
FTSJ2 ENSG00000122687.13 0.098592 0.044916 ENSG00000122687
TNKS2 ENSG00000107854.5 0.209813 0.058863 ENSG00000107854
SMIM6 ENSG00000259120.2 0.053674 0.046276 ENSG00000259120
LOH12CR2 ENSG00000205791.2 0.053497 0.037085 ENSG00000205791
DHRS4L2 ENSG00000187630.10 0.266482 0.068658 ENSG00000187630
ABCB9 ENSG00000150967.13 0.12103 0.044497 ENSG00000150967
DNAJC9 ENSG00000213551.4 0.067429 0.036015 ENSG00000213551
WDR72 ENSG00000166415.10 0.312381 0.062586 ENSG00000166415
FHIT ENSG00000189283.5 0.215662 0.069957 ENSG00000189283
MPHOSPH9 ENSG00000051825.10 0.102022 0.040586 ENSG00000051825
AGBL2 ENSG00000165923.11 0.071037 0.036361 ENSG00000165923
NTAN1 ENSG00000157045.4 0.054977 0.040408 ENSG00000157045
GRB2 ENSG00000177885.9 0.056449 0.043661 ENSG00000177885
PPIP5K1 ENSG00000168781.17 0.17707 0.075518 ENSG00000168781
TMEM178B ENSG00000261115.1 0.136691 0.051647 ENSG00000261115
SNRNP70 ENSG00000104852.10 0.141349 0.05899 ENSG00000104852
NDUFA3 ENSG00000170906.11 0.254795 0.070756 ENSG00000170906
RWDD1 ENSG00000111832.8 0.059471 0.043283 ENSG00000111832
FXYD2 ENSG00000137731.9 0.449225 0.063096 ENSG00000137731
CENPC ENSG00000145241.6 0.228495 0.062502 ENSG00000145241
LRRC36 ENSG00000159708.13 0.203101 0.057951 ENSG00000159708
CCL3L3 ENSG00000256515.3 0.090924 0.045726 ENSG00000256515
PAQR8 ENSG00000170915.8 0.10737 0.047737 ENSG00000170915
HEY2 ENSG00000135547.4 0.087373 0.041625 ENSG00000135547
SGPP1 ENSG00000126821.7 0.050371 0.037848 ENSG00000126821
FAM171B ENSG00000144369.8 0.067766 0.037012 ENSG00000144369
GPC6 ENSG00000183098.6 0.118851 0.05314 ENSG00000183098
DNAAF3 ENSG00000167646.9 0.354276 0.068148 ENSG00000167646
NUP50 ENSG00000093000.13 0.242137 0.066547 ENSG00000093000
PCGF2 ENSG00000056661.9 0.3057 0.067942 ENSG00000056661
GOLGA3 ENSG00000090615.8 0.135364 0.057443 ENSG00000090615
VWA8 ENSG00000102763.11 0.09796 0.048556 ENSG00000102763
ZNF587B ENSG00000269343.2 0.051576 0.035666 ENSG00000269343
GYPC ENSG00000136732.10 0.10909 0.045516 ENSG00000136732
IFI44 ENSG00000137965.6 0.062002 0.036506 ENSG00000137965
REST ENSG00000084093.11 0.052113 0.03916 ENSG00000084093
PAM16 ENSG00000217930.3 0.076716 0.048135 ENSG00000217930
PLEKHG5 ENSG00000171680.16 0.053265 0.041186 ENSG00000171680
HEATR6 ENSG00000068097.10 0.405121 0.074002 ENSG00000068097
PARP15 ENSG00000173200.8 0.185786 0.059757 ENSG00000173200
SLC52A2 ENSG00000185803.4 0.128533 0.050384 ENSG00000185803
TKT ENSG00000163931.11 0.059126 0.03484 ENSG00000163931
TSLP ENSG00000145777.10 0.368771 0.064751 ENSG00000145777
AK3 ENSG00000147853.12 0.127319 0.063145 ENSG00000147853
RPS3A ENSG00000145425.5 0.064108 0.047143 ENSG00000145425
STAM2 ENSG00000115145.5 0.17935 0.057942 ENSG00000115145
TAF13 ENSG00000197780.5 0.12802 0.055839 ENSG00000197780
STX3 ENSG00000166900.10 0.07126 0.043585 ENSG00000166900
MAPK12 ENSG00000188130.9 0.481163 0.062962 ENSG00000188130
CCDC163P ENSG00000236624.4 0.85756 0.022818 ENSG00000236624
GOLIM4 ENSG00000173905.4 0.051892 0.034154 ENSG00000173905
NRIP3 ENSG00000175352.6 0.095126 0.04729 ENSG00000175352
AMD1 ENSG00000123505.10 0.077229 0.038817 ENSG00000123505
ACLY ENSG00000131473.12 0.112552 0.053133 ENSG00000131473
PRRG2 ENSG00000126460.6 0.098158 0.04885 ENSG00000126460
ESRRB ENSG00000119715.10 0.090794 0.042368 ENSG00000119715
ZNF317 ENSG00000130803.10 0.081096 0.055008 ENSG00000130803
NQO1 ENSG00000181019.8 0.143997 0.05582 ENSG00000181019
BVES ENSG00000112276.9 0.173578 0.063117 ENSG00000112276
LPAR2 ENSG00000064547.9 0.122455 0.046674 ENSG00000064547
DAND5 ENSG00000179284.4 0.06483 0.040281 ENSG00000179284
ZCCHC11 ENSG00000134744.9 0.300289 0.059536 ENSG00000134744
FAM3D ENSG00000198643.2 0.068897 0.03868 ENSG00000198643
MORN3 ENSG00000139714.8 0.159218 0.054654 ENSG00000139714
ROPN1L ENSG00000145491.7 0.059678 0.04641 ENSG00000145491
MUTYH ENSG00000132781.12 0.118882 0.056311 ENSG00000132781
ISX ENSG00000175329.8 0.053693 0.039004 ENSG00000175329
LMTK2 ENSG00000164715.5 0.117974 0.050683 ENSG00000164715
HOXB7 ENSG00000260027.2 0.060183 0.03645 ENSG00000260027
BCAR3 ENSG00000137936.12 0.084124 0.038624 ENSG00000137936
TLDC1 ENSG00000140950.11 0.190579 0.068012 ENSG00000140950
DUS3L ENSG00000141994.11 0.48404 0.059877 ENSG00000141994
PPIC ENSG00000168938.5 0.179209 0.05724 ENSG00000168938
DISP2 ENSG00000140323.4 0.766354 0.03634 ENSG00000140323
PLA2R1 ENSG00000153246.7 0.239956 0.062233 ENSG00000153246
KIAA1147 ENSG00000257093.2 0.142457 0.051555 ENSG00000257093
EVC ENSG00000072840.8 0.108757 0.048645 ENSG00000072840
RHBDD1 ENSG00000144468.12 0.087907 0.05401 ENSG00000144468
CRMP1 ENSG00000072832.10 0.318359 0.068205 ENSG00000072832
SPRTN ENSG00000010072.11 0.070605 0.039424 ENSG00000010072
CFH ENSG00000000971.11 0.079054 0.042675 ENSG00000000971
RIPK3 ENSG00000129465.11 0.111583 0.04708 ENSG00000129465
C2orf88 ENSG00000187699.6 0.05769 0.032558 ENSG00000187699
DKKL1 ENSG00000104901.2 0.456718 0.058469 ENSG00000104901
RP4-604K5.1 ENSG00000183291.11 0.059399 0.037988 ENSG00000183291
SNAP47 ENSG00000143740.10 0.111736 0.050033 ENSG00000143740
ZNF264 ENSG00000083844.6 0.167994 0.058725 ENSG00000083844
ZNF502 ENSG00000196653.7 0.392442 0.0721 ENSG00000196653
CDH16 ENSG00000166589.8 0.065526 0.039125 ENSG00000166589
CD3E ENSG00000198851.5 0.05687 0.037117 ENSG00000198851
C10orf131 ENSG00000173088.8 0.063328 0.037165 ENSG00000173088
CACNA1A ENSG00000141837.14 0.157984 0.059236 ENSG00000141837
MTHFSD ENSG00000103248.13 0.676224 0.055426 ENSG00000103248
RP11-295P9.3 ENSG00000239665.3 0.387057 0.062941 ENSG00000239665
SASS6 ENSG00000156876.8 0.165552 0.058436 ENSG00000156876
WAPAL ENSG00000062650.13 0.098172 0.047601 ENSG00000062650
ZNF415 ENSG00000170954.7 0.432113 0.069674 ENSG00000170954
ADCK2 ENSG00000133597.5 0.147668 0.053261 ENSG00000133597
CCDC36 ENSG00000173421.12 0.160294 0.05933 ENSG00000173421
