AssociatedGeneName EnsemblGeneID h2.CrossTissue se.CrossTissue ensid
SRSF12 ENSG00000154548.8 0.144964 0.050216 ENSG00000154548
PTPN18 ENSG00000072135.8 0.135069 0.057661 ENSG00000072135
TOMM22 ENSG00000100216.4 0.129452 0.046053 ENSG00000100216
AP1M1 ENSG00000072958.4 0.227959 0.058423 ENSG00000072958
CUL7 ENSG00000044090.4 0.213401 0.058998 ENSG00000044090
CLPP ENSG00000125656.4 0.254501 0.066652 ENSG00000125656
ZNF160 ENSG00000170949.13 0.283459 0.064034 ENSG00000170949
NDUFAF4 ENSG00000123545.5 0.167557 0.053369 ENSG00000123545
PLTP ENSG00000100979.10 0.208549 0.066248 ENSG00000100979
C21orf33 ENSG00000160221.12 0.120252 0.058237 ENSG00000160221
CTD-3105H18.14 ENSG00000268744.1 0.279889 0.061893 ENSG00000268744
GNAO1 ENSG00000087258.9 0.113696 0.051197 ENSG00000087258
CAMSAP2 ENSG00000118200.10 0.13673 0.049931 ENSG00000118200
PCSK2 ENSG00000125851.5 0.211368 0.059217 ENSG00000125851
CLDN10 ENSG00000134873.5 0.324873 0.062926 ENSG00000134873
ILDR2 ENSG00000143195.8 0.139887 0.054575 ENSG00000143195
SYNRG ENSG00000006114.11 0.474122 0.060304 ENSG00000006114
GGA1 ENSG00000100083.14 0.142588 0.052894 ENSG00000100083
ARHGAP1 ENSG00000175220.7 0.074533 0.035132 ENSG00000175220
TAF2 ENSG00000064313.7 0.23475 0.059814 ENSG00000064313
GPR180 ENSG00000152749.7 0.496046 0.055008 ENSG00000152749
MIER1 ENSG00000198160.10 0.121798 0.047905 ENSG00000198160
MAEL ENSG00000143194.8 0.438885 0.063087 ENSG00000143194
ARMC7 ENSG00000125449.2 0.53221 0.060819 ENSG00000125449
IZUMO1 ENSG00000182264.4 0.625998 0.050863 ENSG00000182264
LRGUK ENSG00000155530.2 0.668373 0.059425 ENSG00000155530
ORC1 ENSG00000085840.7 0.118862 0.049806 ENSG00000085840
PNKD ENSG00000127838.9 0.100922 0.044416 ENSG00000127838
LILRB3 ENSG00000204577.7 0.247409 0.065302 ENSG00000204577
PCDHGB6 ENSG00000253305.1 0.081419 0.040316 ENSG00000253305
TMEFF2 ENSG00000144339.7 0.22761 0.064281 ENSG00000144339
P2RX2 ENSG00000187848.8 0.205749 0.053791 ENSG00000187848
CYBRD1 ENSG00000071967.7 0.302668 0.061124 ENSG00000071967
DAPP1 ENSG00000070190.8 0.097744 0.048659 ENSG00000070190
NT5C ENSG00000125458.2 0.30845 0.066126 ENSG00000125458
PRSS45 ENSG00000188086.8 0.674487 0.052224 ENSG00000188086
DNAJC15 ENSG00000120675.4 0.742254 0.039814 ENSG00000120675
STX1B ENSG00000099365.5 0.111996 0.044784 ENSG00000099365
DKFZP667F0711 ENSG00000212743.1 0.18271 0.066208 ENSG00000212743
MTFR1L ENSG00000117640.13 0.093483 0.045159 ENSG00000117640
MRPS7 ENSG00000125445.6 0.27522 0.059038 ENSG00000125445
DOPEY1 ENSG00000083097.10 0.191401 0.054183 ENSG00000083097
METTL2B ENSG00000165055.10 0.52731 0.06415 ENSG00000165055
KANSL2 ENSG00000139620.8 0.427939 0.06165 ENSG00000139620
EML3 ENSG00000149499.7 0.191186 0.054118 ENSG00000149499
TMED2 ENSG00000086598.6 0.181826 0.058734 ENSG00000086598
RNF19A ENSG00000034677.7 0.230761 0.064717 ENSG00000034677
TEX9 ENSG00000151575.10 0.221517 0.056133 ENSG00000151575
IFRD1 ENSG00000006652.9 0.228726 0.058103 ENSG00000006652
PPM1K ENSG00000163644.9 0.152041 0.053484 ENSG00000163644
LRRK1 ENSG00000154237.8 0.124003 0.05174 ENSG00000154237
DNAJC18 ENSG00000170464.5 0.305393 0.068684 ENSG00000170464
NUP85 ENSG00000125450.6 0.535081 0.057235 ENSG00000125450
GOT2 ENSG00000125166.8 0.168026 0.052929 ENSG00000125166
PPM1M ENSG00000164088.13 0.211919 0.060103 ENSG00000164088
NDUFA4 ENSG00000189043.5 0.112073 0.053873 ENSG00000189043
KRT34 ENSG00000131737.5 0.100616 0.048774 ENSG00000131737
C17orf67 ENSG00000214226.4 0.164388 0.059614 ENSG00000214226
COPG2 ENSG00000158623.10 0.407039 0.063329 ENSG00000158623
INO80E ENSG00000169592.10 0.269029 0.068761 ENSG00000169592
FAM57A ENSG00000167695.10 0.238321 0.057333 ENSG00000167695
EBPL ENSG00000123179.9 0.43958 0.06109 ENSG00000123179
DARS ENSG00000115866.6 0.199902 0.061308 ENSG00000115866
ZNF84 ENSG00000198040.6 0.111607 0.050365 ENSG00000198040
RALGPS2 ENSG00000116191.12 0.273278 0.068058 ENSG00000116191
LARGE ENSG00000133424.15 0.11775 0.052256 ENSG00000133424
RARS ENSG00000113643.4 0.145946 0.057912 ENSG00000113643
FAM184B ENSG00000047662.4 0.126369 0.047059 ENSG00000047662
FASTKD1 ENSG00000138399.13 0.209305 0.055741 ENSG00000138399
HYI ENSG00000178922.12 0.121029 0.054827 ENSG00000178922
TBC1D3 ENSG00000197681.8 0.158825 0.060293 ENSG00000197681
CYP4F3 ENSG00000186529.9 0.23408 0.059017 ENSG00000186529
USP45 ENSG00000123552.12 0.08921 0.041962 ENSG00000123552
ZYG11A ENSG00000203995.5 0.111089 0.050729 ENSG00000203995
PRRT4 ENSG00000224940.4 0.217277 0.062657 ENSG00000224940
MTIF3 ENSG00000122033.10 0.30674 0.062363 ENSG00000122033
GUCY2C ENSG00000070019.3 0.335345 0.064308 ENSG00000070019
LY75 ENSG00000054219.9 0.482182 0.06084 ENSG00000054219
CEP41 ENSG00000106477.13 0.11764 0.050772 ENSG00000106477
DKK3 ENSG00000050165.13 0.359815 0.072781 ENSG00000050165
CD79B ENSG00000007312.8 0.100812 0.047997 ENSG00000007312
FAM177B ENSG00000197520.6 0.098198 0.043364 ENSG00000197520
NOXA1 ENSG00000188747.4 0.171576 0.057653 ENSG00000188747
GXYLT2 ENSG00000172986.8 0.289636 0.064768 ENSG00000172986
CD5 ENSG00000110448.6 0.248876 0.055177 ENSG00000110448
FMO4 ENSG00000076258.5 0.238562 0.057803 ENSG00000076258
DLG5 ENSG00000151208.12 0.39133 0.055863 ENSG00000151208
ANKRD45 ENSG00000183831.6 0.183545 0.055445 ENSG00000183831
RGL4 ENSG00000159496.10 0.238499 0.061222 ENSG00000159496
FAM101A ENSG00000178882.8 0.104775 0.047911 ENSG00000178882
PACRGL ENSG00000163138.14 0.448988 0.061201 ENSG00000163138
GNPDA2 ENSG00000163281.6 0.535215 0.05962 ENSG00000163281
VPS13A ENSG00000197969.7 0.284493 0.057559 ENSG00000197969
TMEM26 ENSG00000196932.7 0.101544 0.045857 ENSG00000196932
NSUN6 ENSG00000241058.1 0.443405 0.062035 ENSG00000241058
THEGL ENSG00000249693.2 0.311993 0.067084 ENSG00000249693
DIRAS3 ENSG00000162595.4 0.119528 0.049019 ENSG00000162595
SFXN1 ENSG00000164466.8 0.187529 0.055438 ENSG00000164466
IL1RL1 ENSG00000115602.12 0.069602 0.0344 ENSG00000115602
MAP3K11 ENSG00000173327.3 0.200402 0.055203 ENSG00000173327
RNF14 ENSG00000013561.13 0.20026 0.050143 ENSG00000013561
EIF1AD ENSG00000175376.4 0.098387 0.043549 ENSG00000175376
PIH1D1 ENSG00000104872.6 0.154205 0.059273 ENSG00000104872
CEP170 ENSG00000143702.11 0.086433 0.040924 ENSG00000143702
MAATS1 ENSG00000183833.12 0.346893 0.062767 ENSG00000183833
CPAMD8 ENSG00000160111.8 0.187548 0.060845 ENSG00000160111
SPATA5L1 ENSG00000171763.13 0.343425 0.059287 ENSG00000171763
EVI5 ENSG00000067208.10 0.190111 0.056355 ENSG00000067208
ARRDC1 ENSG00000197070.9 0.149928 0.053622 ENSG00000197070
C20orf196 ENSG00000171984.10 0.40097 0.078957 ENSG00000171984
HSD17B13 ENSG00000170509.7 0.360511 0.06643 ENSG00000170509
TONSL ENSG00000160949.12 0.202526 0.060025 ENSG00000160949
CGB7 ENSG00000196337.6 0.263552 0.068781 ENSG00000196337
SLC39A11 ENSG00000133195.7 0.206133 0.066647 ENSG00000133195
C20orf194 ENSG00000088854.11 0.103999 0.048165 ENSG00000088854
APOE ENSG00000130203.5 0.113238 0.049055 ENSG00000130203
C17orf80 ENSG00000141219.11 0.178338 0.056813 ENSG00000141219
H1FNT ENSG00000187166.1 0.155631 0.048579 ENSG00000187166
ATG12 ENSG00000145782.8 0.176122 0.061431 ENSG00000145782
METTL2A ENSG00000087995.11 0.109192 0.049257 ENSG00000087995
ASB13 ENSG00000196372.8 0.262937 0.072157 ENSG00000196372
DBNDD1 ENSG00000003249.9 0.290567 0.068943 ENSG00000003249
SLCO1B3 ENSG00000111700.8 0.191824 0.059883 ENSG00000111700
CEP170B ENSG00000099814.11 0.07707 0.038184 ENSG00000099814
ATP8B3 ENSG00000130270.11 0.280075 0.064758 ENSG00000130270
ARL2BP ENSG00000102931.3 0.127131 0.063263 ENSG00000102931
RNF149 ENSG00000163162.4 0.255687 0.062705 ENSG00000163162
DESI1 ENSG00000100418.7 0.317251 0.072783 ENSG00000100418
CETP ENSG00000087237.6 0.096599 0.04722 ENSG00000087237
RGS18 ENSG00000150681.5 0.097497 0.043696 ENSG00000150681
CARD8 ENSG00000105483.12 0.150706 0.055525 ENSG00000105483
RPS9 ENSG00000170889.9 0.506699 0.060405 ENSG00000170889
PYCR2 ENSG00000143811.12 0.114505 0.05311 ENSG00000143811
THEM6 ENSG00000130193.7 0.265155 0.061079 ENSG00000130193
ANKLE2 ENSG00000176915.10 0.275076 0.066206 ENSG00000176915
C1orf112 ENSG00000000460.12 0.121001 0.047514 ENSG00000000460
ASIC1 ENSG00000110881.7 0.095674 0.046691 ENSG00000110881
AREGB ENSG00000205595.3 0.1074 0.047078 ENSG00000205595
SLC25A41 ENSG00000181240.9 0.751631 0.036657 ENSG00000181240
SPTLC3 ENSG00000172296.8 0.128102 0.053193 ENSG00000172296
DAB1 ENSG00000173406.11 0.226156 0.059476 ENSG00000173406
CHST5 ENSG00000135702.10 0.098756 0.046218 ENSG00000135702
GPR161 ENSG00000143147.10 0.094534 0.046843 ENSG00000143147
C2orf70 ENSG00000173557.10 0.110908 0.049734 ENSG00000173557
SIRPB2 ENSG00000196209.7 0.215806 0.064836 ENSG00000196209
HTATIP2 ENSG00000109854.9 0.204387 0.06257 ENSG00000109854
SLC16A4 ENSG00000168679.13 0.127067 0.050727 ENSG00000168679
PMFBP1 ENSG00000118557.11 0.114189 0.054001 ENSG00000118557
MGST3 ENSG00000143198.7 0.130801 0.051423 ENSG00000143198
AGAP8 ENSG00000174194.11 0.800885 0.032526 ENSG00000174194
CBX6 ENSG00000183741.7 0.134311 0.055874 ENSG00000183741
L3MBTL3 ENSG00000198945.3 0.410146 0.062304 ENSG00000198945
PSRC1 ENSG00000134222.12 0.349884 0.063384 ENSG00000134222
XYLB ENSG00000093217.5 0.090215 0.043472 ENSG00000093217
PCDHA6 ENSG00000081842.13 0.102511 0.047338 ENSG00000081842
FOCAD ENSG00000188352.8 0.182229 0.066737 ENSG00000188352
ILKAP ENSG00000132323.4 0.186041 0.064214 ENSG00000132323
RNASEL ENSG00000135828.7 0.271446 0.067378 ENSG00000135828
AGAP9 ENSG00000198035.9 0.435878 0.066778 ENSG00000198035
AGMO ENSG00000187546.9 0.095628 0.044767 ENSG00000187546
FAM21A ENSG00000099290.11 0.727907 0.040656 ENSG00000099290
HSD17B4 ENSG00000133835.10 0.09033 0.044534 ENSG00000133835
ZNF841 ENSG00000197608.7 0.1247 0.051657 ENSG00000197608
RPS27L ENSG00000185088.8 0.296415 0.06257 ENSG00000185088
ZNF468 ENSG00000204604.5 0.335596 0.068603 ENSG00000204604
GORAB ENSG00000120370.8 0.13749 0.050672 ENSG00000120370
SUCLA2 ENSG00000136143.9 0.280994 0.057946 ENSG00000136143
TRPT1 ENSG00000149743.9 0.297123 0.065723 ENSG00000149743
TSPAN15 ENSG00000099282.5 0.139896 0.057883 ENSG00000099282
GPIHBP1 ENSG00000182851.2 0.217192 0.06033 ENSG00000182851
DCUN1D2 ENSG00000150401.10 0.100027 0.045351 ENSG00000150401
C11orf94 ENSG00000234776.1 0.111413 0.050206 ENSG00000234776
ZCWPW1 ENSG00000078487.13 0.110782 0.046766 ENSG00000078487
ADH5 ENSG00000197894.6 0.095559 0.045596 ENSG00000197894
EP400NL ENSG00000185684.8 0.541182 0.055418 ENSG00000185684
CGGBP1 ENSG00000163320.6 0.143798 0.054598 ENSG00000163320
CLEC18A ENSG00000157322.12 0.663246 0.049546 ENSG00000157322
ACTR8 ENSG00000113812.9 0.464284 0.059251 ENSG00000113812
GALNT3 ENSG00000115339.9 0.351314 0.061761 ENSG00000115339
SPP1 ENSG00000118785.9 0.119659 0.048398 ENSG00000118785
ANKLE1 ENSG00000160117.10 0.226287 0.061154 ENSG00000160117
AHCY ENSG00000101444.8 0.09147 0.044768 ENSG00000101444
PTTG2 ENSG00000250254.1 0.154909 0.054991 ENSG00000250254
RTDR1 ENSG00000100218.7 0.09956 0.045909 ENSG00000100218
C3orf14 ENSG00000114405.6 0.115812 0.054844 ENSG00000114405
NBPF15 ENSG00000243452.3 0.237078 0.07241 ENSG00000243452
ULK4 ENSG00000168038.6 0.371834 0.057027 ENSG00000168038
MFSD6 ENSG00000151690.10 0.080171 0.040029 ENSG00000151690
SLC52A3 ENSG00000101276.10 0.138961 0.062543 ENSG00000101276
LEFTY1 ENSG00000243709.1 0.220956 0.065715 ENSG00000243709
TSC22D4 ENSG00000166925.4 0.144719 0.054535 ENSG00000166925
AP1S1 ENSG00000106367.9 0.33154 0.064725 ENSG00000106367
RABGAP1L ENSG00000152061.17 0.155178 0.051549 ENSG00000152061
DNAJB14 ENSG00000164031.12 0.127204 0.050526 ENSG00000164031
TMEM60 ENSG00000135211.5 0.14262 0.048198 ENSG00000135211
CREG1 ENSG00000143162.7 0.11768 0.052717 ENSG00000143162
IL27RA ENSG00000104998.2 0.134748 0.059386 ENSG00000104998
ANKRD16 ENSG00000134461.11 0.252744 0.066577 ENSG00000134461
ATP1B1 ENSG00000143153.7 0.16734 0.053768 ENSG00000143153
HEXA ENSG00000213614.5 0.108461 0.043532 ENSG00000213614
GPR12 ENSG00000132975.6 0.121759 0.053799 ENSG00000132975
VIPR2 ENSG00000106018.9 0.126779 0.049706 ENSG00000106018
GTF2F1 ENSG00000125651.9 0.296511 0.064874 ENSG00000125651
BIRC7 ENSG00000101197.8 0.078928 0.036956 ENSG00000101197
CCL25 ENSG00000131142.9 0.21167 0.059105 ENSG00000131142
SEC61A2 ENSG00000065665.16 0.226292 0.059173 ENSG00000065665
GPD1L ENSG00000152642.6 0.133638 0.054016 ENSG00000152642
ZNF304 ENSG00000131845.10 0.416839 0.060037 ENSG00000131845
LIN7C ENSG00000148943.7 0.201353 0.054339 ENSG00000148943
HOXD3 ENSG00000128652.7 0.123719 0.057652 ENSG00000128652
UBA52 ENSG00000221983.3 0.182687 0.054827 ENSG00000221983
SERGEF ENSG00000129158.6 0.196423 0.05552 ENSG00000129158
TYW3 ENSG00000162623.10 0.150961 0.049961 ENSG00000162623
AKR1C2 ENSG00000151632.12 0.314092 0.064452 ENSG00000151632
PRKG2 ENSG00000138669.5 0.135554 0.055044 ENSG00000138669
CCL4L2 ENSG00000197262.8 0.088803 0.041046 ENSG00000197262
TCEA1 ENSG00000187735.8 0.11305 0.050673 ENSG00000187735
HAUS6 ENSG00000147874.6 0.178343 0.056142 ENSG00000147874
EPS15 ENSG00000085832.12 0.334604 0.079758 ENSG00000085832
EPN3 ENSG00000049283.13 0.330678 0.062168 ENSG00000049283
TEX264 ENSG00000164081.8 0.344576 0.077822 ENSG00000164081
ZNF7 ENSG00000147789.11 0.33194 0.064777 ENSG00000147789
ZNF772 ENSG00000197128.7 0.194191 0.05573 ENSG00000197128
SMIM2 ENSG00000139656.5 0.740422 0.039078 ENSG00000139656
FSIP2 ENSG00000188738.9 0.202548 0.071821 ENSG00000188738
VPS9D1 ENSG00000075399.8 0.19931 0.05588 ENSG00000075399
ANAPC4 ENSG00000053900.6 0.370081 0.058667 ENSG00000053900
CNIH3 ENSG00000143786.3 0.099647 0.047452 ENSG00000143786
SMDT1 ENSG00000183172.7 0.744432 0.039894 ENSG00000183172
PDE4C ENSG00000105650.16 0.197953 0.057269 ENSG00000105650
ADCY5 ENSG00000173175.10 0.158398 0.061713 ENSG00000173175
EVI5L ENSG00000142459.4 0.147545 0.054188 ENSG00000142459
OSBPL6 ENSG00000079156.12 0.11643 0.053424 ENSG00000079156
KIAA1683 ENSG00000130518.11 0.297226 0.059697 ENSG00000130518
TMEM101 ENSG00000091947.5 0.094077 0.046768 ENSG00000091947
PHYH ENSG00000107537.9 0.225245 0.063874 ENSG00000107537
ARG1 ENSG00000118520.8 0.121049 0.048723 ENSG00000118520
RABL2A ENSG00000144134.14 0.276201 0.065457 ENSG00000144134
CFHR1 ENSG00000244414.1 0.179346 0.061092 ENSG00000244414
TXNL4B ENSG00000140830.4 0.338883 0.07123 ENSG00000140830
TEPP ENSG00000159648.7 0.379689 0.059853 ENSG00000159648
ALS2CL ENSG00000178038.12 0.176381 0.05999 ENSG00000178038
PPDPF ENSG00000125534.5 0.235443 0.071704 ENSG00000125534
RHPN2 ENSG00000131941.3 0.07919 0.039374 ENSG00000131941
SOWAHC ENSG00000198142.3 0.115269 0.05231 ENSG00000198142
GTPBP3 ENSG00000130299.12 0.133124 0.059574 ENSG00000130299
CAPN8 ENSG00000203697.7 0.389601 0.063114 ENSG00000203697
KDM8 ENSG00000155666.7 0.131814 0.057292 ENSG00000155666
FAM153B ENSG00000182230.7 0.209782 0.06083 ENSG00000182230
NMI ENSG00000123609.6 0.192494 0.061402 ENSG00000123609
DHRS12 ENSG00000102796.6 0.113346 0.051339 ENSG00000102796
CACNA2D3 ENSG00000157445.10 0.145623 0.057108 ENSG00000157445
DDX59 ENSG00000118197.9 0.436113 0.060982 ENSG00000118197
RRBP1 ENSG00000125844.10 0.091447 0.041037 ENSG00000125844
SUCO ENSG00000094975.8 0.274565 0.061398 ENSG00000094975
PDSS2 ENSG00000164494.7 0.21218 0.060799 ENSG00000164494
SPG7 ENSG00000197912.9 0.103228 0.049594 ENSG00000197912
CCDC107 ENSG00000159884.7 0.100653 0.049169 ENSG00000159884
ADCY7 ENSG00000121281.8 0.108663 0.049682 ENSG00000121281
OR7A5 ENSG00000188269.4 0.135064 0.052438 ENSG00000188269
S100P ENSG00000163993.6 0.145352 0.057744 ENSG00000163993
LUZP2 ENSG00000187398.7 0.126523 0.057611 ENSG00000187398
TRMT112 ENSG00000173113.2 0.095078 0.041001 ENSG00000173113
SEPT10 ENSG00000186522.10 0.112993 0.049605 ENSG00000186522
LIMCH1 ENSG00000064042.13 0.124146 0.059982 ENSG00000064042
FIGN ENSG00000182263.9 0.206034 0.063389 ENSG00000182263
CEP250 ENSG00000126001.11 0.229697 0.073368 ENSG00000126001
AK9 ENSG00000155085.11 0.237336 0.055631 ENSG00000155085
NUDT1 ENSG00000106268.11 0.262202 0.073861 ENSG00000106268
SIGLEC11 ENSG00000161640.11 0.275921 0.061163 ENSG00000161640
WDR75 ENSG00000115368.5 0.111399 0.041854 ENSG00000115368
BSCL2 ENSG00000168000.10 0.210494 0.063386 ENSG00000168000
ZNF251 ENSG00000198169.4 0.110798 0.052383 ENSG00000198169
HRH2 ENSG00000113749.5 0.112098 0.055376 ENSG00000113749
SNX24 ENSG00000064652.6 0.105057 0.049982 ENSG00000064652
TIMM10 ENSG00000134809.4 0.734744 0.043904 ENSG00000134809
DOCK6 ENSG00000130158.9 0.146486 0.052282 ENSG00000130158
HRCT1 ENSG00000196196.2 0.180251 0.057637 ENSG00000196196
TIMM44 ENSG00000104980.3 0.307315 0.065228 ENSG00000104980
C12orf54 ENSG00000177627.5 0.176938 0.055017 ENSG00000177627
SNAI3 ENSG00000185669.5 0.106089 0.050661 ENSG00000185669
DMRTA1 ENSG00000176399.2 0.329483 0.070979 ENSG00000176399
TSPO ENSG00000100300.13 0.201478 0.064559 ENSG00000100300
ADH4 ENSG00000198099.4 0.205016 0.057412 ENSG00000198099
DHODH ENSG00000102967.7 0.40944 0.066654 ENSG00000102967
MAST2 ENSG00000086015.15 0.131947 0.050589 ENSG00000086015
NAGLU ENSG00000108784.5 0.151137 0.057221 ENSG00000108784
CIAPIN1 ENSG00000005194.10 0.114899 0.053195 ENSG00000005194
SYCE2 ENSG00000161860.7 0.09275 0.043498 ENSG00000161860
FAM171A1 ENSG00000148468.12 0.107059 0.049466 ENSG00000148468
MED21 ENSG00000152944.4 0.08685 0.039115 ENSG00000152944
EFTUD2 ENSG00000108883.8 0.118578 0.047155 ENSG00000108883
COQ5 ENSG00000110871.10 0.521683 0.058392 ENSG00000110871
SHOC2 ENSG00000108061.7 0.101216 0.045535 ENSG00000108061
SYPL2 ENSG00000143028.7 0.176328 0.056908 ENSG00000143028
HYAL4 ENSG00000106302.5 0.217986 0.060126 ENSG00000106302
RNF10 ENSG00000022840.11 0.095006 0.047161 ENSG00000022840
CATSPER2 ENSG00000166762.12 0.553035 0.072748 ENSG00000166762
AGAP6 ENSG00000204149.5 0.462193 0.059909 ENSG00000204149
GALT ENSG00000213930.7 0.162572 0.058293 ENSG00000213930
TMEM231 ENSG00000205084.5 0.09452 0.045986 ENSG00000205084
PXK ENSG00000168297.11 0.199265 0.058645 ENSG00000168297
CAPN10 ENSG00000142330.15 0.151115 0.056664 ENSG00000142330
KIAA0930 ENSG00000100364.13 0.292426 0.066248 ENSG00000100364
SERINC5 ENSG00000164300.11 0.129551 0.046304 ENSG00000164300
UPB1 ENSG00000100024.10 0.220708 0.057086 ENSG00000100024
TDRD5 ENSG00000162782.11 0.532577 0.061083 ENSG00000162782
CHDH ENSG00000016391.5 0.169805 0.055468 ENSG00000016391
F7 ENSG00000057593.9 0.230012 0.067221 ENSG00000057593
PRMT7 ENSG00000132600.12 0.403804 0.070171 ENSG00000132600
PDHB ENSG00000168291.8 0.164515 0.054148 ENSG00000168291
TUBG2 ENSG00000037042.8 0.207579 0.057113 ENSG00000037042
TSEN15 ENSG00000198860.7 0.154463 0.056552 ENSG00000198860
INADL ENSG00000132849.14 0.30423 0.068036 ENSG00000132849
GGH ENSG00000137563.7 0.170943 0.055098 ENSG00000137563
APTX ENSG00000137074.14 0.33159 0.060698 ENSG00000137074
MPP2 ENSG00000108852.10 0.111038 0.047521 ENSG00000108852
MUT ENSG00000146085.7 0.108223 0.047271 ENSG00000146085
ATXN10 ENSG00000130638.11 0.153737 0.054917 ENSG00000130638
KRT39 ENSG00000196859.3 0.188429 0.059772 ENSG00000196859
NLRP4 ENSG00000160505.11 0.26268 0.064691 ENSG00000160505
GPR17 ENSG00000144230.12 0.429043 0.066249 ENSG00000144230
PRRC2C ENSG00000117523.11 0.097638 0.048381 ENSG00000117523
DDX17 ENSG00000100201.14 0.103391 0.044158 ENSG00000100201
KLF5 ENSG00000102554.9 0.088099 0.042905 ENSG00000102554
RAB3GAP2 ENSG00000118873.10 0.109283 0.050696 ENSG00000118873
ALDH16A1 ENSG00000161618.5 0.551507 0.055462 ENSG00000161618
C2orf49 ENSG00000135974.5 0.134474 0.051538 ENSG00000135974
RTCB ENSG00000100220.7 0.114332 0.051408 ENSG00000100220
HID1 ENSG00000167861.11 0.122537 0.052653 ENSG00000167861
DKK1 ENSG00000107984.5 0.095619 0.04612 ENSG00000107984
RARRES2 ENSG00000106538.5 0.145671 0.053797 ENSG00000106538
SEMA6D ENSG00000137872.11 0.122042 0.052103 ENSG00000137872
SPATC1L ENSG00000160284.10 0.159739 0.05165 ENSG00000160284
TMED6 ENSG00000157315.4 0.42819 0.066635 ENSG00000157315
ARHGEF39 ENSG00000137135.13 0.140143 0.055711 ENSG00000137135
NCLN ENSG00000125912.6 0.318853 0.062639 ENSG00000125912
MAP1S ENSG00000130479.6 0.155024 0.053101 ENSG00000130479
GIMAP8 ENSG00000171115.3 0.269395 0.065151 ENSG00000171115
EFR3B ENSG00000084710.9 0.158315 0.058786 ENSG00000084710
SEL1L3 ENSG00000091490.6 0.195562 0.058615 ENSG00000091490
SPIRE2 ENSG00000204991.6 0.419119 0.066621 ENSG00000204991
TECPR1 ENSG00000205356.5 0.137798 0.057086 ENSG00000205356
P2RY11 ENSG00000244165.1 0.179803 0.060353 ENSG00000244165
ERCC6 ENSG00000225830.6 0.169551 0.058327 ENSG00000225830
NUDT12 ENSG00000112874.5 0.375382 0.064244 ENSG00000112874
PRDX2 ENSG00000167815.7 0.11982 0.044365 ENSG00000167815
TMEM255B ENSG00000184497.8 0.155906 0.056118 ENSG00000184497
LMO4 ENSG00000143013.8 0.132963 0.054427 ENSG00000143013
BEND6 ENSG00000151917.13 0.344741 0.063862 ENSG00000151917
NEK2 ENSG00000117650.8 0.131819 0.060134 ENSG00000117650
DNA2 ENSG00000138346.10 0.487651 0.061605 ENSG00000138346
C6orf89 ENSG00000198663.12 0.136007 0.056547 ENSG00000198663
CDK5RAP3 ENSG00000108465.10 0.211303 0.054567 ENSG00000108465
CCR9 ENSG00000173585.11 0.129972 0.047236 ENSG00000173585
CABIN1 ENSG00000099991.12 0.132255 0.05814 ENSG00000099991
PI4K2B ENSG00000038210.9 0.113219 0.048443 ENSG00000038210
ANO5 ENSG00000171714.10 0.474941 0.056242 ENSG00000171714
C9orf24 ENSG00000164972.8 0.126971 0.051571 ENSG00000164972
ASB16 ENSG00000161664.2 0.127378 0.05062 ENSG00000161664
CSNK1A1L ENSG00000180138.6 0.120201 0.050431 ENSG00000180138
CDKN2D ENSG00000129355.6 0.150112 0.051469 ENSG00000129355
B3GALTL ENSG00000187676.7 0.290245 0.058498 ENSG00000187676
RIPPLY2 ENSG00000203877.3 0.189663 0.05758 ENSG00000203877
ZNHIT6 ENSG00000117174.6 0.368194 0.060657 ENSG00000117174
FAM149B1 ENSG00000138286.9 0.179187 0.06945 ENSG00000138286
FBXO39 ENSG00000177294.6 0.128994 0.04741 ENSG00000177294
MED28 ENSG00000118579.6 0.248716 0.060064 ENSG00000118579
CASC1 ENSG00000118307.14 0.316488 0.065034 ENSG00000118307
ANKRD26 ENSG00000107890.12 0.167006 0.058221 ENSG00000107890
EPX ENSG00000121053.5 0.099851 0.047817 ENSG00000121053
FAM101B ENSG00000183688.4 0.243322 0.063207 ENSG00000183688
UGT2B4 ENSG00000156096.8 0.12313 0.042532 ENSG00000156096
NICN1 ENSG00000145029.7 0.111809 0.05089 ENSG00000145029
CTU2 ENSG00000174177.8 0.185025 0.062064 ENSG00000174177
AQP3 ENSG00000165272.10 0.410501 0.064782 ENSG00000165272
ASCC1 ENSG00000138303.13 0.232466 0.068391 ENSG00000138303
OXCT2 ENSG00000198754.5 0.091417 0.039933 ENSG00000198754
PCSK1 ENSG00000175426.6 0.112817 0.049 ENSG00000175426
LIG1 ENSG00000105486.9 0.242847 0.062786 ENSG00000105486
KLKB1 ENSG00000164344.11 0.115343 0.04811 ENSG00000164344
KIAA1109 ENSG00000138688.11 0.093494 0.043975 ENSG00000138688
SMCO2 ENSG00000165935.5 0.160665 0.058801 ENSG00000165935
PPA1 ENSG00000180817.6 0.318067 0.060788 ENSG00000180817
ANGPTL6 ENSG00000130812.6 0.105151 0.052431 ENSG00000130812
CWC22 ENSG00000163510.9 0.098714 0.045869 ENSG00000163510
CD244 ENSG00000122223.8 0.082777 0.04137 ENSG00000122223
RPL8 ENSG00000161016.11 0.280281 0.065223 ENSG00000161016
CBX1 ENSG00000108468.10 0.09609 0.041844 ENSG00000108468
PRSS21 ENSG00000007038.6 0.099473 0.039687 ENSG00000007038
ARNTL2 ENSG00000029153.10 0.099002 0.046549 ENSG00000029153
